vintage,year_built_bucket,size_bucket,wohnlage,rent_low,rent_mid,rent_high,source
2019,1965_1972,40_to_60,mittel,5.43,5.98,6.94,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,40_to_60,mittel,6.36,7.73,8.77,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,40_to_60,mittel,5.4,5.95,6.7,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,40_to_60,mittel,7.43,8.18,9.17,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,40_to_60,mittel,7.28,9.85,12.5,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,40_to_60,gut,5.99,8.04,10.97,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,40_to_60,gut,6.01,6.9,9.14,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1950_1964,40_to_60,gut,5.65,6.52,7.85,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,40_to_60,gut,5.29,7.13,10.0,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,40_to_60,gut,7.38,8.42,9.22,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,40_to_60,gut,5.83,6.01,6.96,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,40_to_60,gut,8.14,9.75,11.12,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,40_to_60,gut,7.75,9.88,11.98,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,60_to_90,einfach,4.83,6.33,10.0,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,60_to_90,einfach,5.06,5.87,7.27,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1950_1964,60_to_90,einfach,4.83,5.58,6.81,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,60_to_90,einfach,4.89,5.45,6.08,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,60_to_90,einfach,6.08,7.27,9.0,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,60_to_90,einfach,4.99,5.27,5.73,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,60_to_90,einfach,6.23,7.72,8.59,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,60_to_90,einfach,8.49,12.89,14.83,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,60_to_90,mittel,4.84,6.77,10.0,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,60_to_90,mittel,5.09,6.24,7.32,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1950_1964,60_to_90,mittel,5.28,6.0,7.08,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,60_to_90,mittel,5.08,5.71,6.4,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,60_to_90,mittel,5.7,8.0,9.11,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,60_to_90,mittel,4.6,5.27,5.76,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,60_to_90,mittel,6.73,7.9,9.03,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,60_to_90,mittel,8.91,10.09,12.2,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,60_to_90,gut,5.62,7.49,10.92,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,60_to_90,gut,5.91,7.1,9.15,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1950_1964,60_to_90,gut,5.5,6.54,8.37,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,60_to_90,gut,5.2,6.65,8.31,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,60_to_90,gut,6.61,8.32,9.84,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,60_to_90,gut,5.11,5.57,6.29,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,60_to_90,gut,7.45,9.09,11.02,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,60_to_90,gut,8.84,10.22,12.75,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,90_plus,einfach,4.79,6.23,9.14,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,90_plus,einfach,5.14,6.13,7.16,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,90_plus,einfach,4.89,5.47,6.05,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,90_plus,einfach,5.83,7.19,8.28,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,90_plus,einfach,4.78,5.23,5.48,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,90_plus,einfach,6.64,7.96,9.32,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,90_plus,einfach,8.52,11.95,13.77,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,90_plus,mittel,4.88,6.77,9.8,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,90_plus,mittel,5.1,6.01,8.51,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1950_1964,90_plus,mittel,5.62,6.77,11.41,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,90_plus,mittel,5.06,5.4,6.14,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,90_plus,mittel,5.97,7.64,8.66,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,90_plus,mittel,4.61,5.25,5.56,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,90_plus,mittel,7.21,8.19,9.54,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,90_plus,mittel,8.8,10.08,12.73,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,pre_1918,90_plus,gut,5.48,7.33,10.48,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1919_1949,90_plus,gut,5.69,6.69,8.93,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1950_1964,90_plus,gut,6.69,8.23,9.3,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1965_1972,90_plus,gut,7.54,8.3,8.89,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_west,90_plus,gut,7.06,9.0,11.94,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1973_1990_ost,90_plus,gut,5.08,5.32,5.93,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,1991_2002,90_plus,gut,8.17,9.8,11.7,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2019,2003_2017,90_plus,gut,9.34,11.5,13.69,Berliner Mietspiegeltabelle 2019; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2018; mit SH/Bad/IWC
2021,pre_1918,under_40,einfach,5.56,7.99,13.11,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,under_40,einfach,6.07,7.89,8.78,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,under_40,einfach,5.6,6.5,9.13,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,under_40,einfach,6.06,6.87,8.93,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,under_40,einfach,7.51,7.65,8.95,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,under_40,einfach,6.93,7.22,8.06,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,under_40,mittel,6.79,8.52,12.37,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,under_40,mittel,6.51,7.74,8.64,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,under_40,mittel,5.71,6.93,9.15,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,under_40,mittel,5.95,6.64,8.33,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,under_40,mittel,5.39,7.82,8.25,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,under_40,mittel,6.52,7.01,7.31,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,under_40,gut,6.61,11.57,14.39,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,under_40,gut,6.51,7.58,9.58,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,under_40,gut,6.43,7.55,9.41,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,under_40,gut,8.24,9.0,9.86,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,under_40,gut,7.55,8.4,10.2,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,under_40,gut,6.77,7.21,8.83,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,40_to_60,einfach,5.32,6.82,10.05,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,40_to_60,einfach,5.48,6.47,8.28,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,40_to_60,einfach,5.44,6.07,8.09,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,40_to_60,einfach,5.11,5.94,7.09,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,40_to_60,einfach,6.27,7.54,8.75,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,40_to_60,einfach,5.78,6.08,6.62,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1991_2002,40_to_60,einfach,7.79,8.45,10.31,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,2003_2017,40_to_60,einfach,9.81,11.74,15.28,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,40_to_60,mittel,5.47,7.51,10.36,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,40_to_60,mittel,5.69,6.81,7.85,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,40_to_60,mittel,5.45,6.18,7.72,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,40_to_60,mittel,5.49,6.05,7.02,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,40_to_60,mittel,6.43,7.82,8.87,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,40_to_60,mittel,5.46,6.02,6.77,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1991_2002,40_to_60,mittel,7.51,8.27,9.27,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,2003_2017,40_to_60,mittel,7.36,9.96,12.64,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,40_to_60,gut,6.06,8.13,11.09,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,40_to_60,gut,6.08,6.98,9.24,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,40_to_60,gut,5.71,6.59,7.94,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,40_to_60,gut,5.35,7.21,10.11,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,40_to_60,gut,7.46,8.51,9.32,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,40_to_60,gut,5.89,6.08,7.04,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1991_2002,40_to_60,gut,8.23,9.86,11.24,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,2003_2017,40_to_60,gut,7.84,9.99,12.11,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,60_to_90,einfach,4.88,6.4,10.11,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,60_to_90,einfach,5.12,5.93,7.35,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,60_to_90,einfach,4.88,5.64,6.88,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,60_to_90,einfach,4.94,5.51,6.15,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,60_to_90,einfach,6.15,7.35,9.1,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,60_to_90,einfach,5.04,5.33,5.79,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1991_2002,60_to_90,einfach,6.3,7.8,8.68,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,2003_2017,60_to_90,einfach,8.58,13.03,14.99,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,60_to_90,mittel,4.89,6.84,10.11,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,60_to_90,mittel,5.15,6.31,7.4,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,60_to_90,mittel,5.34,6.07,7.16,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,60_to_90,mittel,5.14,5.77,6.47,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,60_to_90,mittel,5.76,8.09,9.21,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,60_to_90,mittel,4.65,5.33,5.82,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1991_2002,60_to_90,mittel,6.8,7.99,9.13,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,2003_2017,60_to_90,mittel,9.01,10.2,12.33,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,60_to_90,gut,5.68,7.57,11.04,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,60_to_90,gut,5.98,7.18,9.25,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1950_1964,60_to_90,gut,5.56,6.61,8.46,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,60_to_90,gut,5.26,6.72,8.4,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_west,60_to_90,gut,6.68,8.41,9.95,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1973_1990_ost,60_to_90,gut,5.17,5.63,6.36,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1991_2002,60_to_90,gut,7.53,9.19,11.14,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,2003_2017,60_to_90,gut,8.94,10.33,12.89,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,pre_1918,90_plus,einfach,4.84,6.3,9.24,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1919_1949,90_plus,einfach,5.2,6.2,7.24,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
2021,1965_1972,90_plus,einfach,4.94,5.53,6.12,Berliner Mietspiegeltabelle 2021; Senatsverwaltung fuer Stadtentwicklung und Wohnen Berlin; Stichtag 01.09.2020; mit SH/Bad/IWC
