ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;E_A;E_AM;E_AW;E_A00_01;E_A01_02;E_A02_03;E_A03_05;E_A05_06;E_A06_07;E_A07_08;E_A08_10;E_A10_12;E_A12_14;E_A14_15;E_A15_18;E_A18_21;E_A21_25;E_A25_27;E_A27_30;E_A30_35;E_A35_40;E_A40_45;E_A45_50;E_A50_55;E_A55_60;E_A60_63;E_A63_65;E_A65_67;E_A67_70;E_A70_75;E_A75_80;E_A80_85;E_A85_90;E_A90_95;E_A95_110;E_AU1;E_A1U6;E_A6U15;E_A15U18;E_A18U25;E_A25U55;E_A55U65;E_A65U80;E_A80U110
201812;08041035;08;04;10;35;2;1166;611;555;4;12;10;12;6;12;6;9;11;21;9;36;42;70;42;66;105;117;121;124;90;59;30;16;21;29;46;25;12;0;3;0;4;40;68;36;112;665;105;121;15
201812;08041036;08;04;10;36;2;662;329;333;0;0;3;6;7;3;3;6;19;6;6;12;24;33;23;33;64;66;59;52;58;43;15;3;15;9;41;13;25;15;0;0;0;16;43;12;57;355;61;78;40
201812;08041037;08;04;10;37;2;1188;606;582;18;6;12;12;9;13;6;25;21;15;9;19;23;72;60;82;130;115;111;101;86;57;32;25;12;27;41;21;25;0;0;3;18;39;89;19;95;685;114;101;28
201812;08041038;08;04;10;38;2;551;292;259;3;0;0;9;6;0;3;0;0;10;0;3;21;33;24;36;42;52;65;60;48;41;9;9;9;15;12;29;6;0;3;3;3;15;13;3;54;327;59;65;12
201812;08041039;08;04;10;39;2;373;168;205;3;4;0;6;0;0;0;3;3;7;0;9;9;31;6;21;31;52;36;37;39;21;12;7;3;12;6;6;9;0;0;0;3;10;13;9;40;222;40;27;9
201812;08041040;08;04;10;40;2;765;395;370;3;6;3;6;3;9;3;7;12;15;6;15;28;39;15;51;47;97;75;82;74;52;24;6;15;16;12;13;15;13;3;0;3;18;52;15;67;441;82;56;31
201812;09010101;09;01;01;01;2;2393;1267;1126;9;19;16;26;9;18;12;15;15;16;12;25;55;147;128;242;525;330;249;199;116;86;30;15;16;27;12;18;6;0;0;0;9;70;88;25;202;1789;131;73;6
201812;09010102;09;01;01;02;2;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0
201812;09010201;09;01;02;01;2;402;202;200;0;3;3;9;0;6;3;3;0;0;0;0;9;27;12;40;82;72;55;38;21;13;0;0;6;0;0;0;0;0;0;0;0;15;12;0;36;320;13;6;0
201812;09010202;09;01;02;02;2;763;395;368;15;6;12;15;9;3;6;6;9;0;6;6;15;78;72;102;147;70;40;56;39;15;15;9;0;6;6;0;0;0;0;0;15;42;30;6;93;526;39;12;0
201812;09010301;09;01;03;01;2;1417;768;649;9;9;7;18;6;6;6;15;13;3;6;13;34;97;97;186;293;183;127;80;79;51;30;16;9;12;6;3;3;0;0;0;9;40;49;13;131;1045;97;30;3
201812;09010302;09;01;03;02;2;280;160;120;3;4;0;0;0;0;0;0;6;3;0;6;12;9;12;12;24;24;37;38;27;18;6;3;3;3;9;12;6;3;0;0;3;4;9;6;21;174;27;27;9
201812;09010401;09;01;04;01;2;493;257;236;7;6;3;18;6;9;0;9;3;4;6;12;6;39;30;70;110;48;24;25;22;15;3;0;3;6;3;3;3;0;0;0;7;33;31;12;45;329;18;15;3
201812;09010402;09;01;04;02;2;832;423;409;6;10;13;18;9;0;6;9;9;16;6;15;39;79;55;59;107;78;77;67;39;33;18;10;6;12;15;9;6;3;3;0;6;50;46;15;118;482;61;42;12
201812;09020501;09;02;05;01;2;1640;929;711;16;19;31;43;16;16;15;27;24;30;12;44;76;158;112;221;246;161;108;92;73;42;15;9;10;9;12;0;3;0;0;0;16;109;124;44;234;1013;66;31;3
201812;09020502;09;02;05;02;2;2232;1207;1025;29;28;25;66;23;21;18;40;33;48;19;45;143;250;145;206;272;287;174;119;94;66;33;6;9;9;9;3;9;3;0;0;29;142;179;45;393;1297;105;30;12
201812;09020601;09;02;06;01;2;1996;1138;858;24;33;30;65;24;18;22;50;45;31;21;59;63;255;138;203;297;204;141;107;64;48;9;15;6;9;6;9;0;0;0;0;24;152;187;59;318;1154;72;30;0
201812;09020602;09;02;06;02;2;139;73;66;6;3;3;0;3;0;0;3;0;0;0;0;6;24;3;24;3;12;9;12;6;9;3;0;3;0;7;0;0;0;0;0;6;9;3;0;30;69;12;10;0
201812;09020701;09;02;07;01;2;887;470;417;3;12;10;10;9;6;7;3;4;0;0;3;47;242;100;115;133;105;27;18;12;6;3;3;0;6;3;0;0;0;0;0;3;41;20;3;289;510;12;9;0
201812;09020702;09;02;07;02;2;1876;1016;860;29;39;37;43;27;25;15;43;34;34;18;39;59;171;121;182;301;178;164;109;94;45;21;15;9;3;9;3;6;3;0;0;29;146;169;39;230;1149;81;24;9
201812;09020801;09;02;08;01;2;169;83;86;7;3;0;6;0;4;0;0;3;3;3;0;4;18;15;15;21;21;10;0;12;3;9;3;3;6;0;0;0;0;0;0;7;9;13;0;22;94;15;9;0
201812;09020802;09;02;08;02;2;1037;564;473;9;27;24;49;7;15;18;24;27;9;12;21;24;83;43;75;179;109;76;68;49;52;12;3;3;16;3;0;0;0;0;0;9;107;105;21;107;599;67;22;0
201812;09030901;09;03;09;01;2;796;417;379;0;9;3;12;3;9;3;12;18;13;6;9;22;46;33;68;114;95;99;82;52;24;15;0;3;16;18;6;3;0;3;0;0;27;61;9;68;543;39;43;6
201812;09030902;09;03;09;02;2;406;221;185;9;0;6;15;3;6;3;6;10;6;6;6;15;31;21;21;37;42;43;40;32;16;12;10;6;0;0;4;0;0;0;0;9;24;37;6;46;236;38;10;0
201812;09030903;09;03;09;03;2;691;358;333;9;6;11;28;15;13;15;27;18;22;9;25;34;54;31;36;81;65;56;46;30;24;6;9;3;6;3;6;0;3;0;0;9;60;104;25;88;345;39;18;3
201812;09031001;09;03;10;01;2;1023;606;417;12;12;12;21;6;6;12;15;21;19;7;18;50;105;40;72;108;138;106;77;61;36;27;6;3;3;12;15;3;0;0;0;12;51;80;18;155;602;69;33;3
201812;09031101;09;03;11;01;2;569;327;242;9;9;6;6;6;0;3;12;13;3;6;8;27;64;28;58;88;52;42;39;33;18;9;3;3;6;6;3;3;6;0;0;9;27;37;8;91;340;30;18;9
201812;09031201;09;03;12;01;2;66;31;35;0;0;0;0;0;0;0;6;0;0;0;0;0;6;0;3;7;6;13;7;0;6;6;0;3;3;0;0;0;0;0;0;0;0;6;0;6;36;12;6;0
201812;09031202;09;03;12;02;2;142;58;84;4;3;0;0;0;0;3;9;6;0;3;3;3;6;3;3;12;26;12;18;6;9;3;0;0;3;4;3;0;0;0;0;4;3;21;3;9;80;12;10;0
201812;09041301;09;04;13;01;2;798;497;301;10;12;12;12;12;9;3;18;15;12;6;19;24;82;42;80;80;100;82;45;48;30;12;3;3;6;9;6;0;6;0;0;10;48;63;19;106;477;45;24;6
201812;09041302;09;04;13;02;2;85;45;40;3;0;0;0;0;3;0;0;0;3;3;0;0;6;3;3;12;12;3;13;0;12;3;3;3;0;0;0;0;0;0;0;3;0;9;0;6;46;18;3;0
201812;09041401;09;04;14;01;2;165;81;84;3;6;3;3;0;0;6;0;3;3;3;0;13;7;6;15;18;18;15;6;16;6;3;0;3;3;3;0;0;3;0;0;3;12;15;0;20;94;9;9;3
201812;09041402;09;04;14;02;2;104;47;57;0;9;3;6;3;0;3;0;0;3;0;0;0;9;6;9;19;9;12;3;7;0;0;0;0;3;0;0;0;0;0;0;0;21;6;0;9;65;0;3;0
201812;09041501;09;04;15;01;2;917;487;430;12;13;18;29;24;16;9;42;27;21;6;36;26;49;47;69;90;109;90;69;40;48;6;6;3;0;6;6;0;0;0;0;12;84;121;36;75;514;60;15;0
201812;09041601;09;04;16;01;2;212;103;109;0;0;0;0;0;0;0;0;6;3;0;6;3;10;9;24;21;31;27;12;18;15;3;3;0;3;6;6;0;3;0;3;0;0;9;6;13;142;21;15;6
201812;09051701;09;05;17;01;2;284;193;91;3;6;7;6;3;0;3;0;6;3;3;3;15;48;16;25;37;33;21;19;3;6;3;0;6;3;3;0;0;3;0;0;3;22;15;3;63;154;9;12;3
201812;09051702;09;05;17;02;2;595;312;283;3;10;3;9;6;6;3;9;3;3;3;10;25;41;30;60;68;63;73;48;37;33;12;6;3;6;15;7;0;0;0;0;3;28;27;10;66;379;51;31;0
201812;09051801;09;05;18;01;2;475;266;209;7;6;3;12;6;10;7;4;9;17;0;19;10;35;24;31;42;55;54;36;26;24;13;6;3;0;6;3;7;0;0;0;7;27;47;19;45;268;43;12;7
201812;09051901;09;05;19;01;2;823;421;402;12;9;15;12;6;6;6;3;6;9;3;13;28;56;53;85;164;114;60;49;54;15;15;9;8;6;3;4;0;0;0;0;12;42;33;13;84;579;39;21;0
201812;09052001;09;05;20;01;2;535;289;246;0;6;3;7;6;0;3;9;9;9;3;27;18;37;22;49;71;64;62;42;45;18;9;3;4;0;9;0;0;0;0;0;0;22;33;27;55;355;30;13;0
201812;10010101;10;01;01;01;2;808;388;420;16;18;17;27;12;10;6;23;19;9;12;27;18;56;28;62;104;61;88;64;43;39;12;12;3;6;10;3;3;0;0;0;16;74;79;27;74;450;63;22;3
201812;10010102;10;01;01;02;2;2272;1186;1086;40;29;18;78;25;39;35;65;40;49;37;58;65;131;96;146;254;248;246;168;133;115;54;28;21;21;18;9;0;6;0;0;40;150;265;58;196;1291;197;69;6
201812;10010203;10;01;02;03;2;811;569;242;9;24;15;18;12;10;13;28;21;15;9;25;36;131;71;58;103;64;51;43;24;14;10;4;0;0;0;3;0;0;0;0;9;69;96;25;167;414;28;3;0
201812;10010204;10;01;02;04;2;1230;630;600;31;29;34;37;17;22;24;19;32;24;6;33;49;89;48;94;178;129;119;70;60;39;17;9;3;3;9;3;3;0;0;0;31;117;127;33;138;698;65;18;3
201812;10010205;10;01;02;05;2;687;350;337;3;3;6;33;12;3;12;24;12;16;13;18;25;37;26;58;88;60;67;46;49;40;6;3;15;0;9;0;3;0;0;0;3;54;80;18;62;394;49;24;3
201812;10010206;10;01;02;06;2;2642;1509;1133;36;58;46;91;27;45;36;63;69;41;28;84;98;239;94;202;347;281;205;200;128;100;45;21;13;24;6;3;3;0;6;3;36;222;282;84;337;1457;166;46;12
201812;10010207;10;01;02;07;2;1135;582;553;9;6;18;21;15;12;9;24;15;16;15;31;25;65;46;89;123;116;122;97;106;60;34;15;9;13;9;0;6;6;3;0;9;60;91;31;90;699;109;31;15
201812;10010308;10;01;03;08;2;362;227;135;0;3;6;0;6;3;0;3;6;3;0;10;21;30;16;32;47;40;36;27;30;21;10;3;3;0;0;3;3;0;0;0;0;15;15;10;51;228;34;6;3
201812;10010309;10;01;03;09;2;1392;724;668;6;19;12;27;13;12;12;25;18;15;9;42;37;62;68;106;183;160;146;151;86;97;33;14;12;9;9;3;3;3;0;0;6;71;91;42;99;900;144;33;6
201812;10010310;10;01;03;10;2;1938;1054;884;23;28;28;61;25;9;21;45;40;37;15;42;66;158;125;140;252;176;160;180;103;78;39;23;9;21;12;18;4;0;0;0;23;142;167;42;224;1136;140;60;4
201812;10010311;10;01;03;11;2;188;88;100;3;3;0;3;3;3;3;3;6;6;3;9;6;3;0;9;25;28;25;9;9;13;0;0;3;3;6;4;0;0;0;0;3;9;24;9;9;105;13;16;0
201812;10020412;10;02;04;12;2;1100;536;564;15;39;24;53;18;19;24;31;24;25;6;37;27;48;46;74;129;117;101;87;60;39;18;15;6;12;0;3;3;0;0;0;15;134;129;37;75;614;72;21;3
201812;10020413;10;02;04;13;2;2250;1176;1074;44;68;64;98;54;48;33;75;66;49;21;62;96;166;86;180;279;236;177;116;99;59;18;19;12;3;15;7;0;0;0;0;44;284;292;62;262;1173;96;37;0
201812;10020414;10;02;04;14;2;292;142;150;9;4;3;6;6;3;0;6;3;6;9;18;6;25;15;22;37;33;15;21;18;12;6;0;0;3;6;0;0;0;0;0;9;19;27;18;31;161;18;9;0
201812;10020415;10;02;04;15;2;1336;713;623;28;21;31;63;31;27;21;31;30;33;12;37;51;95;68;110;169;149;119;66;55;36;25;12;6;6;4;0;0;0;0;0;28;146;154;37;146;736;73;16;0
201812;10020416;10;02;04;16;2;1087;635;452;17;18;19;27;12;6;6;22;12;12;6;15;45;93;58;92;167;106;99;85;63;40;27;10;9;9;6;3;3;0;0;0;17;76;64;15;138;670;77;27;3
201812;10020517;10;02;05;17;2;833;462;371;10;25;24;20;9;20;11;25;26;27;12;26;42;82;36;43;105;80;57;46;38;33;9;6;9;6;3;3;0;0;0;0;10;78;121;26;124;405;48;21;0
201812;10020518;10;02;05;18;2;678;334;344;12;18;20;36;12;6;9;15;24;18;9;24;16;51;36;65;58;63;63;45;39;18;15;3;0;0;3;0;0;0;0;0;12;86;81;24;67;369;36;3;0
201812;10020519;10;02;05;19;2;1226;681;545;18;35;15;50;21;21;24;45;39;21;15;30;40;92;69;110;165;116;105;77;37;39;9;9;12;3;6;3;0;0;0;0;18;121;165;30;132;679;57;24;0
201812;10020620;10;02;06;20;2;275;153;122;3;3;3;6;0;0;16;0;0;9;0;6;9;18;10;24;46;31;21;18;21;16;6;0;6;0;0;3;0;0;0;0;3;12;25;6;27;171;22;9;0
201812;10020621;10;02;06;21;2;767;357;410;12;21;16;27;7;7;9;21;25;18;12;16;30;62;28;84;92;77;66;45;33;34;3;4;3;6;6;3;0;0;0;0;12;71;92;16;92;425;41;18;0
201812;10020622;10;02;06;22;2;521;260;261;9;9;9;10;3;9;6;15;3;18;6;12;15;12;25;54;69;58;56;54;18;15;6;6;6;9;0;6;3;0;0;0;9;31;57;12;27;334;27;21;3
201812;10020623;10;02;06;23;2;344;166;178;6;7;3;6;3;3;3;9;6;3;0;9;9;24;22;21;42;31;34;28;21;21;9;6;0;9;0;3;3;0;3;0;6;19;24;9;33;199;36;12;6
201812;10030724;10;03;07;24;2;876;467;409;0;0;6;0;0;0;0;3;3;4;0;3;48;255;148;145;112;51;18;25;19;9;9;3;0;6;0;6;3;0;0;0;0;6;10;3;303;518;21;12;3
201812;10030725;10;03;07;25;2;795;422;373;13;7;12;27;6;6;9;33;19;12;6;33;39;65;29;57;91;71;68;43;39;64;12;3;3;6;7;6;3;6;0;0;13;52;85;33;104;398;79;22;9
201812;10030726;10;03;07;26;2;416;214;202;7;6;15;27;6;14;7;19;22;15;0;12;15;26;16;15;53;50;31;28;6;6;6;0;7;0;7;0;0;0;0;0;7;54;77;12;41;199;12;14;0
201812;10030727;10;03;07;27;2;380;198;182;0;3;0;0;0;0;3;3;3;6;3;6;10;22;12;45;45;42;56;45;21;22;12;0;6;3;6;0;6;0;0;0;0;3;18;6;32;266;34;15;6
201812;10040828;10;04;08;28;2;307;148;159;7;0;3;3;3;0;0;6;3;0;0;0;10;20;9;25;43;27;34;39;24;27;6;3;3;0;9;3;0;0;0;0;7;9;9;0;30;201;36;15;0
201812;10040829;10;04;08;29;2;252;154;98;6;3;0;6;0;0;6;3;0;6;0;6;12;20;13;21;34;30;25;24;19;6;3;3;3;0;3;0;0;0;0;0;6;9;15;6;32;166;12;6;0
201812;10040830;10;04;08;30;2;166;76;90;3;0;0;0;6;0;3;4;3;0;0;0;12;6;10;9;24;10;3;33;7;6;3;3;0;9;9;3;0;0;0;0;3;6;10;0;18;96;12;21;0
201812;10040931;10;04;09;31;2;338;186;152;3;0;0;0;3;3;0;7;3;6;0;6;6;24;17;27;46;37;49;24;30;19;9;9;0;0;3;3;4;0;0;0;3;3;19;6;30;230;37;6;4
201812;10040932;10;04;09;32;2;222;135;87;3;0;3;6;0;0;0;0;3;0;0;9;3;15;18;16;33;21;30;27;16;13;0;0;0;3;0;0;0;3;0;0;3;9;3;9;18;161;13;3;3
201812;10040933;10;04;09;33;2;396;200;196;6;0;3;10;6;3;6;3;6;0;6;9;21;36;22;19;39;48;56;31;27;21;12;3;0;0;0;3;0;0;0;0;6;19;24;9;57;242;36;3;0
201812;11010101;11;01;01;01;2;49;34;15;3;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;10;6;3;3;3;6;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;37;6;0;0
201812;11010102;11;01;01;02;2;54;39;15;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;6;3;3;12;6;0;6;0;0;3;0;0;0;3;0;0;0;0;0;0;0;9;33;6;3;3
201812;11010103;11;01;01;03;2;290;184;106;3;12;6;12;7;6;3;9;6;9;0;6;4;45;9;33;35;43;18;12;3;6;3;0;0;0;0;0;0;0;0;0;3;37;33;6;49;153;9;0;0
201812;11010204;11;01;02;04;2;1543;770;773;23;37;27;49;27;26;20;43;36;31;15;40;51;106;69;118;182;147;135;111;85;83;34;18;12;6;9;0;3;0;0;0;23;140;171;40;157;847;135;27;3
201812;11010205;11;01;02;05;2;964;495;469;9;21;19;21;13;13;13;24;22;18;9;22;32;52;27;68;109;91;103;96;56;61;22;12;15;6;0;7;0;0;3;0;9;74;99;22;84;550;95;28;3
201812;11010206;11;01;02;06;2;934;472;462;21;21;15;44;15;3;9;29;25;6;6;25;30;85;51;74;112;98;60;75;44;44;6;18;0;9;6;3;0;0;0;0;21;95;78;25;115;514;68;18;0
201812;11010207;11;01;02;07;2;1237;688;549;21;30;31;46;15;9;22;27;24;33;15;26;42;133;68;99;160;123;88;66;49;36;33;15;6;3;6;11;0;0;0;0;21;122;130;26;175;653;84;26;0
201812;11010308;11;01;03;08;2;1919;959;960;38;32;46;84;37;38;25;58;45;41;21;62;52;130;71;121;271;181;133;141;110;106;18;18;15;3;6;10;3;3;0;0;38;199;228;62;182;1028;142;34;6
201812;11010309;11;01;03;09;2;1573;822;751;25;31;22;41;24;26;25;56;36;33;10;39;65;107;82;103;193;144;144;121;89;66;33;6;12;15;9;7;9;0;0;0;25;118;186;39;172;876;105;43;9
201812;11010310;11;01;03;10;2;732;373;359;16;16;15;27;11;15;16;21;25;9;6;18;37;55;38;55;96;62;43;37;31;30;23;9;9;3;6;0;0;3;0;0;16;69;92;18;92;362;62;18;3
201812;11020411;11;02;04;11;2;1871;970;901;36;57;52;70;36;43;36;74;54;49;28;46;62;168;96;148;220;169;151;90;76;43;22;9;3;12;15;3;0;0;3;0;36;215;284;46;230;950;74;33;3
201812;11020412;11;02;04;12;2;866;551;315;13;10;12;9;14;12;9;3;10;12;9;20;40;100;39;88;114;84;73;68;56;30;19;6;10;0;3;0;0;3;0;0;13;45;55;20;140;522;55;13;3
201812;11020513;11;02;05;13;2;624;325;299;6;14;20;31;22;14;16;41;34;21;15;31;32;36;12;45;72;64;32;31;6;13;3;6;0;0;3;0;0;0;4;0;6;87;141;31;68;262;22;3;4
201812;11020514;11;02;05;14;2;1762;1000;762;35;31;17;75;28;41;30;48;56;42;32;56;65;161;96;164;240;152;148;97;68;29;18;6;6;9;3;9;0;0;0;0;35;151;249;56;226;965;53;27;0
201812;11020515;11;02;05;15;2;2233;1098;1135;34;24;38;71;27;37;13;50;32;34;9;82;94;160;100;175;297;197;210;178;150;111;45;19;15;10;15;3;3;0;0;0;34;160;175;82;254;1307;175;43;3
201812;11020516;11;02;05;16;2;316;165;151;3;3;9;6;3;3;4;3;12;9;3;3;10;27;15;27;61;24;27;24;19;12;9;0;0;0;0;0;0;0;0;0;3;21;34;3;37;197;21;0;0
201812;11030617;11;03;06;17;2;1418;748;670;16;17;19;30;27;30;18;34;27;19;9;50;60;139;73;141;188;145;95;107;71;48;28;12;6;0;3;3;0;3;0;0;16;93;137;50;199;820;88;12;3
201812;11030618;11;03;06;18;2;2691;1406;1285;28;12;13;31;12;15;6;12;27;31;15;52;164;378;209;376;377;238;198;138;135;106;31;7;15;18;20;15;6;6;0;0;28;68;106;52;542;1671;144;68;12
201812;11030619;11;03;06;19;2;2060;1062;998;21;24;22;52;18;23;16;33;29;18;7;30;61;166;116;200;322;234;166;156;124;88;54;21;16;9;18;6;7;3;0;0;21;116;126;30;227;1318;163;49;10
201812;11030720;11;03;07;20;2;3185;2203;982;13;21;10;42;21;21;12;25;28;21;12;30;191;505;252;341;430;329;247;201;187;130;47;9;15;24;12;3;3;3;0;0;13;94;119;30;696;1987;186;54;6
201812;11030721;11;03;07;21;2;4529;2596;1933;41;44;62;71;39;27;42;57;67;65;27;116;201;481;295;446;621;513;333;336;214;198;106;39;20;26;18;12;9;3;0;0;41;216;285;116;682;2758;343;76;12
201812;11030824;11;03;08;24;2;2241;1196;1045;25;19;30;34;12;12;16;47;20;24;13;51;86;300;178;280;319;193;163;127;96;95;36;16;9;9;9;9;7;3;3;0;25;95;132;51;386;1356;147;36;13
201812;11040925;11;04;09;25;2;624;330;294;4;3;6;6;6;0;3;0;0;6;0;12;19;45;43;77;126;97;52;44;36;21;6;0;0;3;6;3;0;0;0;0;4;21;9;12;64;475;27;12;0
201812;11040926;11;04;09;26;2;4288;2295;1993;54;43;48;83;32;36;40;61;50;48;12;81;151;383;304;500;737;490;338;278;159;163;58;39;33;21;30;10;6;0;0;0;54;206;247;81;534;2806;260;94;6
201812;11041022;11;04;10;22;2;1345;826;519;15;6;3;36;15;15;6;24;18;25;12;24;46;176;101;148;223;115;93;69;57;52;21;21;6;6;9;3;0;0;0;0;15;60;100;24;222;806;94;24;0
201812;11041023;11;04;10;23;2;1293;650;643;20;27;23;30;9;12;9;40;13;27;9;33;42;88;58;139;192;115;126;99;55;56;23;9;18;12;3;0;6;0;0;0;20;89;110;33;130;784;88;33;6
201812;11041027;11;04;10;27;2;498;264;234;0;6;6;12;9;3;6;12;24;15;0;10;24;46;31;51;53;57;44;24;22;15;6;10;3;6;0;0;0;3;0;0;0;33;60;10;70;282;31;9;3
201812;11041128;11;04;11;28;2;3611;1781;1830;49;52;45;67;31;34;34;52;40;36;22;62;143;419;265;404;455;350;258;232;183;156;61;40;25;27;39;12;12;6;0;0;49;195;218;62;562;2147;257;103;18
201812;11051229;11;05;12;29;2;510;258;252;12;9;9;12;6;6;3;0;10;0;6;19;18;45;27;50;72;66;45;24;28;25;6;0;0;0;6;3;0;3;0;0;12;36;25;19;63;312;31;9;3
201812;11051330;11;05;13;30;2;1339;825;514;9;3;9;18;12;9;6;0;6;6;0;10;37;267;209;240;202;120;73;42;27;9;3;3;3;3;3;10;0;0;0;0;9;42;27;10;304;913;15;19;0
201812;11051331;11;05;13;31;2;629;325;304;6;9;0;9;3;3;3;9;12;3;3;12;15;54;24;77;89;64;75;46;30;27;15;3;4;9;16;6;3;0;0;0;6;21;33;12;69;405;45;35;3
201812;11051332;11;05;13;32;2;443;222;221;3;3;0;7;0;0;6;6;3;6;3;6;13;42;36;60;56;48;28;43;36;13;6;13;0;3;3;0;0;0;0;0;3;10;24;6;55;307;32;6;0
201812;12103115;12;10;31;15;2;1853;978;875;6;10;18;15;16;12;6;27;15;24;15;27;57;147;73;136;255;200;152;178;131;93;48;24;27;36;54;38;7;6;0;0;6;59;99;27;204;1125;165;155;13
201812;12103116;12;10;31;16;2;2782;1494;1288;21;27;21;64;27;24;18;42;51;54;16;61;71;209;145;226;352;297;257;232;174;155;52;24;27;49;42;26;18;0;0;0;21;139;205;61;280;1683;231;144;18
201812;12103117;12;10;31;17;2;3473;1902;1571;35;40;36;59;21;31;31;49;39;53;23;91;119;211;159;284;433;376;333;265;215;179;89;72;34;52;65;37;33;9;0;0;35;156;226;91;330;2065;340;188;42
201812;12103218;12;10;32;18;2;3294;1717;1577;25;12;24;45;19;30;22;37;32;39;16;50;134;309;205;301;391;328;258;270;244;157;74;30;28;47;85;46;21;12;3;0;25;100;176;50;443;1997;261;206;36
201812;12103219;12;10;32;19;2;2100;1126;974;18;18;22;37;9;12;18;15;31;22;15;21;63;140;99;170;288;204;219;171;156;88;54;30;19;33;47;47;25;3;3;3;18;86;113;21;203;1307;172;146;34
201812;12103220;12;10;32;20;2;713;359;354;3;16;6;6;6;9;6;9;6;6;3;18;18;39;13;30;105;84;67;68;54;34;22;12;9;21;18;9;10;3;3;0;3;34;39;18;57;421;68;57;16
201812;12214125;12;21;41;25;2;1227;781;446;3;12;9;21;6;6;16;15;16;18;9;23;31;64;64;88;131;168;150;101;86;54;18;16;6;36;39;15;6;0;0;0;3;48;80;23;95;788;88;96;6
201812;12214126;12;21;41;26;2;1636;848;788;16;16;18;24;13;15;12;28;27;19;15;41;57;136;65;139;163;151;151;155;103;78;33;27;24;31;37;30;9;3;0;0;16;71;116;41;193;927;138;122;12
201812;12214421;12;21;44;21;2;623;346;277;6;3;6;15;0;6;0;14;3;6;6;15;30;49;37;42;77;58;56;61;45;34;15;6;6;12;3;6;3;0;3;0;6;24;35;15;79;376;55;27;6
201812;12214422;12;21;44;22;2;2734;1443;1291;31;40;23;82;25;28;28;75;77;59;34;60;111;201;112;166;263;241;234;231;188;118;82;37;18;51;51;37;22;6;3;0;31;170;301;60;312;1435;237;157;31
201812;12214423;12;21;44;23;2;1184;623;561;6;15;3;28;9;12;13;12;9;15;4;22;22;79;43;95;162;118;99;93;104;71;24;24;16;28;27;16;15;0;0;0;6;55;65;22;101;714;119;87;15
201812;12214424;12;21;44;24;2;3376;1856;1520;27;31;34;84;42;28;21;73;56;65;31;87;116;228;127;232;386;352;326;288;248;162;84;37;30;58;72;37;11;0;0;3;27;191;274;87;344;1959;283;197;14
201812;12214527;12;21;45;27;2;1353;691;662;15;9;15;15;6;3;12;13;12;15;6;21;32;99;48;99;159;136;112;138;92;55;57;24;13;31;48;25;24;13;3;3;15;45;61;21;131;784;136;117;43
201812;12214528;12;21;45;28;2;65;41;24;0;0;0;0;0;0;0;0;0;3;0;22;12;6;3;3;0;0;0;0;6;3;0;0;0;3;0;4;0;0;0;0;0;0;3;22;18;12;3;7;0
201812;12224229;12;22;42;29;2;322;157;165;0;0;0;0;0;3;0;0;3;0;3;30;26;9;6;9;27;25;45;27;28;16;12;10;3;0;19;9;6;3;3;0;0;0;9;30;35;167;38;31;12
201812;12224230;12;22;42;30;2;962;471;491;3;6;9;12;3;9;3;13;10;9;10;28;23;57;44;59;75;73;99;85;63;64;21;32;29;27;34;34;13;9;6;0;3;30;54;28;80;498;117;124;28
201812;12231101;12;23;11;01;2;1096;565;531;13;6;0;12;6;6;6;6;15;21;12;21;40;63;48;53;122;82;97;114;88;70;34;18;22;33;49;12;9;9;3;6;13;24;66;21;103;604;122;116;27
201812;12231102;12;23;11;02;2;890;397;493;0;3;3;3;6;4;9;18;12;7;6;10;15;49;33;54;74;93;84;82;68;66;24;29;15;26;39;31;16;11;0;0;0;15;56;10;64;488;119;111;27
201812;12301203;12;30;12;03;2;2829;1566;1263;26;31;58;91;39;38;34;67;70;39;22;57;128;215;131;213;271;294;220;211;172;114;55;37;22;48;56;46;15;6;3;0;26;219;270;57;343;1512;206;172;24
201812;12301204;12;30;12;04;2;634;314;320;3;3;9;9;6;9;6;15;0;9;9;21;27;42;21;27;61;57;56;51;51;48;15;12;3;12;22;21;0;6;0;3;3;27;48;21;69;324;75;58;9
201812;12301205;12;30;12;05;2;409;227;182;0;0;3;15;6;3;0;3;3;0;0;12;9;33;15;30;51;28;37;60;37;18;3;3;7;9;9;9;0;3;3;0;0;24;9;12;42;258;24;34;6
201812;12301206;12;30;12;06;2;299;162;137;3;0;3;3;3;0;3;3;0;9;0;9;12;12;3;12;18;31;36;27;18;29;12;9;6;3;23;9;3;0;0;0;3;9;15;9;24;145;50;41;3
201812;12302107;12;30;21;07;2;554;274;280;3;9;3;6;0;0;3;10;9;0;3;14;21;28;27;28;62;47;63;45;54;44;12;9;9;10;10;13;12;0;0;0;3;18;25;14;49;326;65;42;12
