ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;EINW10;EINW5;Dau10;Dau5;PDAU10;PDAU5
2016;1011101;1;1;11;1;1;2926;3005;1058;1629;36,2;54,2
2016;1011102;1;1;11;2;1;185;189;76;112;41,1;59,3
2016;1011103;1;1;11;3;1;5075;5286;1824;2779;35,9;52,6
2016;1011104;1;1;11;4;1;4241;4460;1216;2139;28,7;48
2016;1011105;1;1;11;5;1;1019;1071;203;488;19,9;45,6
2016;1011201;1;1;12;1;1;2055;2123;958;1341;46,6;63,2
2016;1011202;1;1;12;2;1;546;575;158;274;28,9;47,7
2016;1011203;1;1;12;3;1;937;968;296;472;31,6;48,8
2016;1011204;1;1;12;4;1;6918;7143;2470;3711;35,7;52
2016;1011301;1;1;13;1;1;5800;6047;1253;2396;21,6;39,6
2016;1011302;1;1;13;2;1;11380;11958;4130;6971;36,3;58,3
2016;1011303;1;1;13;3;1;8924;9176;3158;4922;35,4;53,6
2016;1011304;1;1;13;4;1;7949;8252;4074;5665;51,3;68,7
2016;1011305;1;1;13;5;1;7067;7285;2820;4158;39,9;57,1
2016;1011306;1;1;13;6;1;8758;9052;3188;4794;36,4;53
2016;1011401;1;1;14;1;1;14496;15331;3910;7594;27;49,5
2016;1011402;1;1;14;2;1;11754;12459;3043;6157;25,9;49,4
2016;1022101;1;2;21;1;1;3217;3335;859;1640;26,7;49,2
2016;1022102;1;2;21;2;1;5835;6080;1747;3147;29,9;51,8
2016;1022103;1;2;21;3;1;214;248;56;113;26,2;45,6
2016;1022104;1;2;21;4;1;16881;17552;5706;9897;33,8;56,4
2016;1022105;1;2;21;5;1;4823;5035;1596;2703;33,1;53,7
2016;1022106;1;2;21;6;1;10808;11260;4445;6964;41,1;61,8
2016;1022201;1;2;22;1;1;10236;10680;3236;5600;31,6;52,4
2016;1022202;1;2;22;2;1;1326;1412;618;991;46,6;70,2
2016;1022203;1;2;22;3;1;6221;6586;2533;4143;40,7;62,9
2016;1022204;1;2;22;4;1;5344;5558;2197;3377;41,1;60,8
2016;1022205;1;2;22;5;1;2918;3094;1138;1929;39;62,3
2016;1022206;1;2;22;6;1;2763;2868;1134;1838;41;64,1
2016;1022207;1;2;22;7;1;5314;5455;2159;3184;40,6;58,4
2016;1033101;1;3;31;1;1;23677;25171;7155;13565;30,2;53,9
2016;1033102;1;3;31;2;1;10510;11130;3582;6417;34,1;57,7
2016;1033201;1;3;32;1;1;11594;12492;4857;8378;41,9;67,1
2016;1033202;1;3;32;2;1;8640;9180;3770;6258;43,6;68,2
2016;1033203;1;3;32;3;1;12880;13614;4357;7623;33,8;56
2016;1044101;1;4;41;1;1;18993;19773;6906;11583;36,4;58,6
2016;1044102;1;4;41;2;1;14952;15515;5917;9369;39,6;60,4
2016;1044103;1;4;41;3;1;7868;8180;2352;4298;29,9;52,5
2016;1044201;1;4;42;1;1;20939;22153;6663;12531;31,8;56,6
2016;1044202;1;4;42;2;1;15282;15886;4204;8106;27,5;51
2016;1044203;1;4;42;3;1;14982;15675;4512;8493;30,1;54,2
2016;2010101;2;1;1;1;1;5806;6137;1958;3327;33,7;54,2
2016;2010102;2;1;1;2;1;11738;12500;4488;7986;38,2;63,9
2016;2010103;2;1;1;3;1;13765;14687;6068;10176;44,1;69,3
2016;2010104;2;1;1;4;1;4508;4812;2058;3458;45,7;71,9
2016;2020201;2;2;2;1;1;782;833;56;152;7,2;18,2
2016;2020202;2;2;2;2;1;5384;5666;2058;3316;38,2;58,5
2016;2020203;2;2;2;3;1;9790;10257;3646;5878;37,2;57,3
2016;2020204;2;2;2;4;1;11231;11696;4259;6804;37,9;58,2
2016;2020205;2;2;2;5;1;13616;14185;5785;8901;42,5;62,7
2016;2020206;2;2;2;6;1;17094;17966;6926;11183;40,5;62,2
2016;2030301;2;3;3;1;1;8283;8669;3804;5986;45,9;69,1
2016;2030302;2;3;3;2;1;11959;12551;5171;8274;43,2;65,9
2016;2030401;2;3;4;1;1;13731;14380;5405;8573;39,4;59,6
2016;2030402;2;3;4;2;1;10075;10497;4059;6519;40,3;62,1
2016;2040501;2;4;5;1;1;4966;5179;2707;3816;54,5;73,7
2016;2040502;2;4;5;2;1;6598;6862;2531;4030;38,4;58,7
2016;2040503;2;4;5;3;1;9889;10289;3029;5406;30,6;52,5
2016;2040701;2;4;7;1;1;11343;11759;4540;7088;40;60,3
2016;2040702;2;4;7;2;1;9753;10166;3495;5838;35,8;57,4
2016;2040703;2;4;7;3;1;1000;1065;100;205;10;19,2
2016;2050601;2;5;6;1;1;8120;8406;2143;4059;26,4;48,3
2016;2050602;2;5;6;2;1;18839;19708;4937;9325;26,2;47,3
2016;2050801;2;5;8;1;1;17258;18009;4455;8770;25,8;48,7
2016;2050802;2;5;8;2;1;18527;19276;4632;8902;25;46,2
2016;2050803;2;5;8;3;1;6347;6570;1762;3246;27,8;49,4
2016;2050804;2;5;8;4;1;3586;3832;866;1785;24,1;46,6
2016;3010101;3;1;1;1;2;3449;3637;1165;1696;33,8;46,6
2016;3010102;3;1;1;2;2;10454;11041;4116;6153;39,4;55,7
2016;3010104;3;1;1;4;2;200;209;86;132;43;63,2
2016;3020203;3;2;2;3;2;1908;2024;750;1326;39,3;65,5
2016;3020209;3;2;2;9;2;13057;13918;5076;8386;38,9;60,3
2016;3020210;3;2;2;10;2;9831;10483;3974;6267;40,4;59,8
2016;3020307;3;2;3;7;2;15922;16918;6997;10980;43,9;64,9
2016;3030405;3;3;4;5;2;9513;10175;3457;6307;36,3;62
2016;3030406;3;3;4;6;2;7516;7901;4885;6141;65;77,7
2016;3030711;3;3;7;11;2;6184;6511;3387;4889;54,8;75,1
2016;3030715;3;3;7;15;2;6700;7023;3456;4554;51,6;64,8
2016;3030716;3;3;7;16;2;1065;1111;743;889;69,8;80
2016;3040508;3;4;5;8;2;4055;4303;1970;3120;48,6;72,5
2016;3040512;3;4;5;12;2;8888;9344;4417;6285;49,7;67,3
2016;3040513;3;4;5;13;2;3041;3274;1424;2277;46,8;69,5
2016;3040614;3;4;6;14;2;30900;33095;12352;20299;40;61,3
2016;3040818;3;4;8;18;2;30720;32404;12474;19877;40,6;61,3
2016;3050919;3;5;9;19;2;4996;5235;2009;3249;40,2;62,1
2016;3050920;3;5;9;20;2;6552;6940;2404;3970;36,7;57,2
2016;3050923;3;5;9;23;2;8101;8505;2348;4385;29;51,6
2016;3050924;3;5;9;24;2;5161;5489;1619;3057;31,4;55,7
2016;3050925;3;5;9;25;2;8210;8812;2875;4993;35;56,7
2016;3051017;3;5;10;17;2;3835;4016;1442;2389;37,6;59,5
2016;3051021;3;5;10;21;2;6004;6217;2681;4095;44,7;65,9
2016;3051022;3;5;10;22;2;4086;4297;1917;2941;46,9;68,4
2016;3061126;3;6;11;26;1;13623;14316;4110;7333;30,2;51,2
2016;3061131;3;6;11;31;1;9307;9845;2737;4871;29,4;49,5
2016;3061227;3;6;12;27;1;13129;13775;4362;7710;33,2;56
2016;3061228;3;6;12;28;1;11733;12092;4479;6925;38,2;57,3
2016;3061332;3;6;13;32;1;19769;21041;6111;11482;30,9;54,6
2016;3061429;3;6;14;29;1;9438;9748;5354;7042;56,7;72,2
2016;3061430;3;6;14;30;1;3478;3690;1496;2025;43;54,9
2016;3061434;3;6;14;34;1;5561;5845;1638;3181;29,5;54,4
2016;3061435;3;6;14;35;1;3543;3683;1304;2110;36,8;57,3
2016;3061441;3;6;14;41;1;2005;2279;160;1046;8;45,9
2016;3071536;3;7;15;36;1;9440;10080;2842;5455;30,1;54,1
2016;3071537;3;7;15;37;1;13687;14519;4470;7624;32,7;52,5
2016;3071633;3;7;16;33;1;2737;2858;1228;1707;44,9;59,7
2016;3071638;3;7;16;38;1;15159;16125;4853;8936;32;55,4
2016;3071639;3;7;16;39;1;10819;11636;3949;6889;36,5;59,2
2016;4010101;4;1;1;1;2;9964;10500;4202;6611;42,2;63
2016;4010102;4;1;1;2;2;817;849;353;484;43,2;57
2016;4010103;4;1;1;3;2;6968;7359;3315;4957;47,6;67,4
2016;4020204;4;2;2;4;2;175;186;60;77;34,3;41,4
2016;4020205;4;2;2;5;2;1224;1291;665;911;54,3;70,6
2016;4020206;4;2;2;6;2;2605;2672;1230;1758;47,2;65,8
2016;4020207;4;2;2;7;2;2356;2451;1091;1572;46,3;64,1
2016;4020208;4;2;2;8;2;2601;2772;1248;1913;48;69
2016;4020209;4;2;2;9;2;2973;3099;1505;2032;50,6;65,6
2016;4020310;4;2;3;10;2;573;583;175;252;30,5;43,2
2016;4020311;4;2;3;11;2;13727;14256;6564;9360;47,8;65,7
2016;4020312;4;2;3;12;2;5041;5255;2183;3252;43,3;61,9
2016;4020313;4;2;3;13;2;6925;7173;2947;4219;42,6;58,8
2016;4020314;4;2;3;14;2;395;408;7;7;1,8;1,7
2016;4030415;4;3;4;15;1;2710;2757;811;1331;29,9;48,3
2016;4030416;4;3;4;16;1;9665;10110;4439;6729;45,9;66,6
2016;4030417;4;3;4;17;1;10013;10436;4478;6680;44,7;64
2016;4030518;4;3;5;18;1;8754;9050;3768;5795;43;64
