ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;MH_E;MH_EM;MH_EW;MH_E00_01;MH_E01_02;MH_E02_03;MH_E03_05;MH_E05_06;MH_E06_07;MH_E07_08;MH_E08_10;MH_E10_12;MH_E12_14;MH_E14_15;MH_E15_18;MH_E18_21;MH_E21_25;MH_E25_27;MH_E27_30;MH_E30_35;MH_E35_40;MH_E40_45;MH_E45_50;MH_E50_55;MH_E55_60;MH_E60_63;MH_E63_65;MH_E65_67;MH_E67_70;MH_E70_75;MH_E75_80;MH_E80_85;MH_E85_90;MH_E90_95;MH_E95_110;MH_U1;MH_1U6;MH_6U15;MH_15U18;MH_18U25;MH_25U55;MH_55U65;MH_65U80;MH_80U110
202012;01022207;01;02;22;07;1;2781;1471;1310;15;19;22;36;15;21;19;37;44;18;15;48;85;356;228;390;369;204;143;131;109;114;61;25;41;42;75;53;29;17;0;0;15;92;154;48;441;1574;200;211;46
202012;01033101;01;03;31;01;1;16815;8898;7917;232;265;239;542;269;248;252;502;459;486;269;659;542;1086;607;1088;1827;1437;1194;1117;986;812;362;203;187;215;289;232;146;51;9;3;232;1315;2216;659;1628;8256;1377;923;209
202012;01033102;01;03;31;02;1;7224;3766;3458;64;94;86;200;109;113;99;202;177;204;87;292;216;507;287;453;769;579;554;536;477;347;136;106;63;77;178;115;71;23;3;0;64;489;882;292;723;3655;589;433;97
202012;01033201;01;03;32;01;1;9418;4755;4663;98;151;153;342;169;179;145;320;317;357;159;411;273;414;265;463;879;773;750;625;545;467;192;127;123;183;221;151;94;50;19;3;98;815;1477;411;687;4300;786;678;166
202012;01033202;01;03;32;02;1;6224;3138;3086;60;110;93;194;94;97;98;163;180;181;80;251;272;423;219;326;575;496;475;393;341;339;150;86;63;104;140;113;93;9;3;3;60;491;799;251;695;2825;575;420;108
202012;01033203;01;03;32;03;1;9466;5047;4419;115;109;116;261;122;139;124;276;246;245;136;405;329;596;394;658;1010;799;729;697;558;469;190;111;75;105;202;128;81;24;14;3;115;608;1166;405;925;4845;770;510;122
202012;01044101;01;04;41;01;1;10333;5489;4844;124;123;135;299;124;110;124;220;208;237;131;321;267;552;377;785;1263;956;851;701;656;558;273;134;153;155;237;147;76;26;10;0;124;681;1030;321;819;5589;965;692;112
202012;01044102;01;04;41;02;1;7160;3688;3472;113;109;136;243;96;86;89;193;166;132;75;230;143;392;267;507;887;643;503;443;403;357;190;123;95;118;209;127;40;21;21;3;113;584;741;230;535;3653;670;549;85
202012;01044103;01;04;41;03;1;4643;2397;2246;48;58;62;103;49;43;47;88;94;97;48;161;160;308;246;388;614;424;353;329;253;243;87;47;38;46;100;60;39;4;3;3;48;272;417;161;468;2607;377;244;49
202012;01044201;01;04;42;01;1;16244;8604;7640;161;217;221;460;214;202;195;406;432;433;228;630;547;959;615;1090;1708;1414;1175;1238;1000;979;340;233;163;196;329;239;158;50;9;3;161;1112;1896;630;1506;8240;1552;927;220
202012;01044202;01;04;42;02;1;9796;5381;4415;92;99;106;226;104;98;116;180;185;205;87;246;316;854;631;944;1288;930;744;557;513;409;181;132;105;132;155;82;58;9;9;3;92;535;871;246;1170;5607;722;474;79
202012;01044203;01;04;42;03;1;9459;5024;4435;69;122;123;207;96;103;106;206;229;198;104;335;267;551;368;649;1131;822;689;662;630;539;230;116;133;156;256;199;101;53;6;3;69;548;946;335;818;4951;885;744;163
202012;02010101;02;01;01;01;1;4366;2259;2107;46;60;57;103;48;38;54;90;105;98;59;165;115;221;162;330;591;397;320;338;277;230;112;51;54;60;83;36;28;12;13;13;46;268;444;165;336;2415;393;233;66
202012;02010102;02;01;01;02;1;9558;4791;4767;85;140;131;274;126;121;129;288;283;308;172;434;245;456;343;530;990;780;689;691;603;533;232;134;97;135;231;177;125;53;13;10;85;671;1301;434;701;4626;899;640;201
202012;02010103;02;01;01;03;1;10702;5449;5253;122;148;142;292;150;131;124;288;316;318;168;430;302;505;333;586;1028;859;845;857;744;662;248;159;112;157;255;202;134;63;19;3;122;732;1345;430;807;5252;1069;726;219
202012;02010104;02;01;01;04;1;3273;1681;1592;31;33;48;73;45;33;28;83;114;114;54;154;99;178;99;161;308;254;269;230;188;229;91;35;60;48;78;59;58;15;4;0;31;199;426;154;277;1509;355;245;77
202012;02020201;02;02;02;01;1;829;458;371;19;9;12;34;13;12;15;25;25;21;6;21;21;32;21;54;116;133;77;53;15;28;3;9;0;13;21;18;3;0;0;0;19;68;104;21;53;469;40;52;3
202012;02020202;02;02;02;02;1;2663;1384;1279;28;25;34;59;34;34;33;57;56;47;27;83;63;124;113;229;331;269;204;165;168;143;52;41;32;52;80;40;22;9;6;3;28;152;254;83;187;1479;236;204;40
202012;02020203;02;02;02;03;1;4456;2301;2155;63;69;59;129;50;62;49;73;97;93;37;103;80;217;194;342;597;489;374;373;252;216;115;49;58;58;69;35;32;19;3;0;63;307;411;103;297;2621;380;220;54
202012;02020204;02;02;02;04;1;5420;2839;2581;62;72;69;134;28;55;65;107;89;83;50;137;111;253;185;424;759;632;488;403;306;265;138;91;44;94;120;91;39;26;0;0;62;303;449;137;364;3197;494;349;65
202012;02020205;02;02;02;05;1;6176;3129;3047;70;70;81;133;60;58;52;104;104;125;66;177;114;318;206;467;786;648;505;487;413;356;149;80;75;104;149;118;57;30;14;0;70;344;509;177;432;3512;585;446;101
202012;02020206;02;02;02;06;1;9019;4598;4421;89;124;117;189;120;91;92;172;230;184;80;312;209;433;317;644;1206;1007;758;662;538;440;181;142;101;116;195;138;89;24;10;9;89;550;849;312;642;5132;763;550;132
202012;02030301;02;03;03;01;1;5537;2857;2680;43;45;37;111;54;44;50;114;123;109;59;210;141;269;171;281;541;469;461;461;390;394;134;70;90;113;215;169;106;33;21;9;43;247;499;210;410;2774;598;587;169
202012;02030302;02;03;03;02;1;7120;3721;3399;70;79;70;164;70;62;65;116;147;170;86;237;156;351;235;446;812;704;644;582;442;409;177;91;101;92;193;171;114;46;9;9;70;383;646;237;507;3865;677;557;178
202012;02030401;02;03;04;01;1;7436;3902;3534;63;81;63;160;55;72;69;139;125;140;72;196;161;358;260;556;1093;834;693;574;464;346;144;106;61;93;156;158;87;37;13;7;63;359;617;196;519;4474;596;468;144
202012;02030402;02;03;04;02;1;5590;2976;2614;42;48;62;116;55;44;51;82;90;89;53;150;96;306;205;416;740;670;504;409;345;276;105;69;53;76;181;134;81;30;9;3;42;281;409;150;402;3289;450;444;123
202012;02040501;02;04;05;01;1;1726;820;906;18;38;28;72;12;37;18;61;38;41;28;59;55;75;70;103;205;171;127;116;89;77;35;22;12;18;14;37;19;16;6;9;18;150;223;59;130;881;134;81;50
202012;02040502;02;04;05;02;1;2670;1348;1322;40;40;46;80;35;38;28;53;52;65;28;61;38;127;148;285;448;346;183;132;119;84;37;26;26;22;24;37;13;9;0;0;40;201;264;61;165;1661;147;109;22
202012;02040503;02;04;05;03;1;3329;1661;1668;46;75;70;120;61;45;46;50;52;51;24;52;43;163;152;335;625;470;266;156;131;98;26;21;22;24;17;35;20;18;12;3;46;326;268;52;206;2135;145;98;53
202012;02040701;02;04;07;01;1;6080;3121;2959;84;120;122;202;98;64;64;121;118;95;60;147;153;481;401;623;936;613;347;296;265;181;100;65;55;48;52;75;51;36;7;0;84;542;522;147;634;3481;346;230;94
202012;02040702;02;04;07;02;1;3783;2051;1732;47;40;41;80;28;31;25;52;48;51;22;57;148;442;274;424;651;464;310;151;125;91;37;33;12;7;20;24;38;7;0;3;47;189;229;57;590;2399;161;63;48
202012;02040703;02;04;07;03;1;782;419;363;6;7;12;27;14;19;14;19;17;22;13;21;7;56;36;102;169;72;68;28;15;12;10;6;6;4;0;0;0;0;0;0;6;60;104;21;63;490;28;10;0
202012;02050601;02;05;06;01;1;3266;1682;1584;43;50;42;80;38;22;43;51;69;52;12;42;32;193;181;410;721;484;268;131;113;78;25;18;0;3;15;32;18;0;0;0;43;210;249;42;225;2308;121;50;18
202012;02050602;02;05;06;02;1;7575;3858;3717;106;150;97;235;88;90;66;126;110;110;40;117;102;343;385;830;1624;1148;664;433;229;165;68;42;38;56;49;27;21;13;3;0;106;570;542;117;445;5313;275;170;37
202012;02050801;02;05;08;01;1;8202;4259;3943;111;149;145;274;106;77;57;152;128;132;53;141;139;449;459;931;1750;1194;629;411;263;200;81;38;46;31;18;25;7;6;0;0;111;674;599;141;588;5637;319;120;13
202012;02050802;02;05;08;02;1;7742;4070;3672;104;132;99;188;62;48;77;104;86;54;34;64;104;456;476;1008;1759;1246;656;404;229;145;53;31;21;29;19;24;21;9;0;0;104;481;403;64;560;5778;229;93;30
202012;02050803;02;05;08;03;1;3007;1606;1401;41;43;34;108;24;49;21;46;25;31;9;32;49;192;175;398;678;445;211;126;98;49;34;20;6;20;18;13;6;6;0;0;41;209;181;32;241;2131;103;57;12
202012;02050804;02;05;08;04;1;1078;537;541;28;32;43;39;33;18;18;26;18;24;9;26;21;26;19;56;153;140;86;76;73;36;18;7;3;0;21;16;10;0;3;0;28;147;113;26;47;603;61;40;13
202012;03010101;03;01;01;01;2;725;432;293;12;15;9;21;17;3;13;19;19;18;3;12;19;48;16;44;90;128;53;47;34;21;22;6;6;3;0;23;4;0;0;0;12;62;75;12;67;412;49;32;4
202012;03010102;03;01;01;02;2;2527;1341;1186;102;81;55;95;40;50;44;72;69;66;34;66;80;170;108;171;297;227;174;144;82;71;40;21;22;15;24;38;28;25;12;4;102;271;335;66;250;1203;132;99;69
202012;03010104;03;01;01;04;2;55;36;19;3;0;0;3;0;0;0;0;3;0;3;4;3;3;3;3;6;9;6;0;6;0;0;0;0;0;0;0;0;0;0;0;3;3;6;4;6;33;0;0;0
202012;03020203;03;02;02;03;2;127;75;52;0;6;0;3;3;0;0;6;6;6;0;7;3;0;0;6;6;18;10;19;3;0;0;10;0;4;0;6;5;0;0;0;0;12;18;7;3;62;10;10;5
202012;03020209;03;02;02;09;2;2635;1243;1392;37;42;50;91;62;51;36;88;57;69;25;84;149;225;76;158;234;236;218;172;134;110;32;18;22;26;32;40;34;24;3;0;37;245;326;84;374;1228;160;120;61
202012;03020210;03;02;02;10;2;1922;941;981;29;29;30;102;32;45;36;75;64;61;35;61;58;66;55;100;224;178;171;109;108;80;35;6;26;22;18;28;21;9;9;0;29;193;316;61;124;945;121;94;39
202012;03020307;03;02;03;07;2;2700;1320;1380;43;40;60;96;66;66;49;96;77;90;48;112;51;103;59;84;214;238;243;213;150;133;57;44;21;52;57;62;41;20;12;3;43;262;426;112;154;1201;234;192;76
202012;03030405;03;03;04;05;2;2264;1164;1100;71;49;53;140;68;58;34;77;76;77;21;56;83;117;57;124;202;238;163;100;109;69;30;26;23;25;25;38;28;18;9;0;71;310;343;56;200;993;125;111;55
202012;03030406;03;03;04;06;2;773;366;407;9;16;19;23;16;9;12;36;21;21;17;16;6;37;22;20;54;67;69;52;52;24;23;10;9;6;27;31;22;21;6;0;9;74;116;16;43;336;57;73;49
202012;03030711;03;03;07;11;2;603;278;325;20;17;13;28;6;12;10;23;17;26;12;32;15;28;6;21;42;63;37;24;25;40;10;6;9;6;9;18;19;3;6;0;20;64;100;32;43;218;56;42;28
202012;03030715;03;03;07;15;2;1591;891;700;24;27;32;54;41;27;39;40;39;53;28;49;70;105;71;114;198;138;119;102;55;51;12;6;9;18;15;30;12;10;0;3;24;154;226;49;175;797;69;72;25
202012;03030716;03;03;07;16;2;48;19;29;0;7;0;3;3;0;3;0;0;0;0;3;0;0;0;3;0;0;10;0;0;10;3;3;0;0;0;0;0;0;0;0;0;13;3;3;0;13;16;0;0
202012;03040508;03;04;05;08;2;999;499;500;7;9;15;42;15;23;21;32;31;37;24;57;25;37;27;24;55;82;88;81;52;72;23;15;18;24;24;20;10;6;0;3;7;81;168;57;62;409;110;86;19
202012;03040512;03;04;05;12;2;1998;957;1041;30;48;55;64;49;31;24;58;56;64;24;72;40;83;82;104;225;194;167;138;104;70;38;18;25;23;34;23;30;19;6;0;30;216;257;72;123;1014;126;105;55
202012;03040513;03;04;05;13;2;652;364;288;7;13;12;18;15;12;6;18;34;30;9;24;21;31;21;27;69;57;41;44;53;25;9;9;7;6;6;16;6;3;3;0;7;58;109;24;52;312;43;35;12
202012;03040614;03;04;06;14;2;6568;3264;3304;129;153;151;285;130;128;122;205;198;196;67;181;138;270;201;408;861;743;545;421;284;176;85;55;41;47;72;117;82;45;21;11;129;719;916;181;408;3463;316;277;159
202012;03040818;03;04;08;18;2;7037;3526;3511;115;172;117;282;105;104;100;172;134;163;62;143;114;339;276;627;1121;900;591;400;256;201;97;31;50;70;72;73;93;47;7;3;115;676;735;143;453;4171;329;265;150
202012;03050919;03;05;09;19;2;710;371;339;16;13;21;27;9;19;0;16;16;24;15;37;19;31;27;56;73;72;64;49;30;24;6;10;3;0;12;6;9;6;0;0;16;70;90;37;50;371;40;21;15
202012;03050920;03;05;09;20;2;1302;646;656;15;29;30;55;27;31;23;37;25;27;9;42;12;44;54;87;178;146;116;76;62;46;29;13;9;3;19;28;18;12;0;0;15;141;152;42;56;719;88;59;30
202012;03050923;03;05;09;23;2;2608;1373;1235;42;60;59;87;39;46;41;70;43;24;16;54;47;117;117;258;470;336;232;173;92;69;29;12;12;13;12;21;6;4;7;0;42;245;240;54;164;1678;110;58;17
202012;03050924;03;05;09;24;2;1628;860;768;25;35;24;53;18;9;27;49;33;46;21;50;32;87;78;137;257;200;146;110;73;45;19;9;13;13;10;9;0;0;0;0;25;130;185;50;119;1001;73;45;0
202012;03050925;03;05;09;25;2;2052;1011;1041;31;43;59;71;43;36;36;64;67;62;18;66;50;87;101;163;275;237;160;114;67;71;28;10;12;13;32;15;9;6;6;0;31;216;283;66;137;1117;109;72;21
202012;03051017;03;05;10;17;2;981;558;423;12;21;10;34;6;10;12;13;18;7;3;19;32;93;55;96;127;106;83;54;40;51;19;4;13;7;6;21;3;3;3;0;12;71;63;19;125;561;74;47;9
202012;03051021;03;05;10;21;2;1119;554;565;24;33;21;51;26;21;16;29;16;24;12;29;29;73;41;95;165;106;76;46;55;20;19;15;0;9;15;23;17;10;3;0;24;131;118;29;102;584;54;47;30
202012;03051022;03;05;10;22;2;548;267;281;12;10;12;14;18;10;6;21;27;14;4;19;12;29;15;36;67;58;30;32;30;22;3;3;0;6;0;9;12;10;7;0;12;54;82;19;41;268;28;15;29
202012;03061126;03;06;11;26;1;5324;2771;2553;70;102;76;166;73;66;53;90;108;99;32;85;89;271;292;571;992;708;466;341;198;147;43;27;15;37;43;31;12;6;12;3;70;417;448;85;360;3568;217;126;33
202012;03061131;03;06;11;31;1;3798;1899;1899;50;51;70;104;42;50;46;89;65;64;38;59;50;180;175;402;651;563;350;279;165;93;41;15;28;15;28;13;6;12;4;0;50;267;352;59;230;2585;149;84;22
202012;03061227;03;06;12;27;1;4101;2043;2058;53;71;54;97;54;46;42;96;66;49;28;81;39;198;172;428;831;585;370;281;200;104;38;24;16;14;19;18;21;3;0;3;53;276;327;81;237;2867;166;67;27
202012;03061228;03;06;12;28;1;3459;1683;1776;40;73;57;94;40;46;31;47;63;77;29;72;49;158;161;323;675;515;279;183;138;100;42;18;22;18;30;33;25;17;4;0;40;264;293;72;207;2274;160;103;46
202012;03061332;03;06;13;32;1;7454;3722;3732;99;122;110;216;90;106;86;179;171;142;59;161;125;283;278;628;1278;1071;751;598;388;237;81;42;37;32;32;26;14;9;3;0;99;538;743;161;408;4992;360;127;26
202012;03061429;03;06;14;29;1;1931;913;1018;25;33;46;92;43;19;33;49;50;42;21;52;53;116;75;136;208;166;139;113;97;55;38;21;10;25;20;61;44;30;12;7;25;214;214;52;169;934;114;116;93
202012;03061430;03;06;14;30;1;1673;875;798;40;40;37;78;38;36;30;74;64;51;36;76;50;135;76;104;184;133;113;58;53;42;28;7;9;12;13;29;9;15;3;0;40;193;291;76;185;721;77;63;27
202012;03061434;03;06;14;34;1;1927;976;951;34;27;33;49;22;17;18;44;31;29;13;29;21;97;87;203;392;302;147;100;73;63;10;9;17;18;13;16;9;0;4;0;34;131;152;29;118;1304;82;64;13
202012;03061435;03;06;14;35;1;1307;657;650;16;29;19;29;12;19;19;21;28;26;9;27;23;74;66;124;210;180;111;69;56;46;33;9;7;9;12;3;6;12;0;3;16;89;122;27;97;816;88;31;21
202012;03061441;03;06;14;41;1;817;386;431;13;15;9;38;19;24;18;34;30;36;10;34;26;25;16;35;97;92;101;54;38;12;3;9;3;3;7;6;10;0;0;0;13;81;152;34;51;433;24;19;10
202012;03071536;03;07;15;36;1;4314;2161;2153;54;69;73;110;61;44;62;95;83;98;34;148;119;183;197;330;706;536;432;367;215;141;56;9;9;23;12;30;6;6;6;0;54;313;416;148;302;2783;206;74;18
202012;03071537;03;07;15;37;1;5747;2839;2908;96;102;89;214;90;82;71;142;124;112;61;156;118;214;207;424;943;813;542;403;318;156;54;37;25;40;43;39;26;3;3;0;96;495;592;156;332;3650;247;147;32
202012;03071633;03;07;16;33;1;1040;543;497;15;26;18;31;18;18;26;38;19;28;6;28;15;38;29;81;184;134;94;55;41;18;12;10;12;6;12;19;3;3;3;0;15;93;135;28;53;618;40;49;9
202012;03071638;03;07;16;38;1;5918;2901;3017;83;100;96;207;78;84;80;173;103;116;55;124;79;258;270;491;1024;794;561;410;260;181;74;30;32;28;55;40;20;9;3;0;83;481;611;124;337;3810;285;155;32
202012;03071639;03;07;16;39;1;3635;1791;1844;34;71;54;133;51;70;45;87;89;88;49;121;81;133;121;263;549;475;342;278;186;118;35;34;16;23;25;28;30;3;0;3;34;309;428;121;214;2214;187;92;36
202012;04010101;04;01;01;01;2;5402;2757;2645;65;76;62;169;62;63;64;109;123;127;61;143;115;285;190;337;548;483;461;404;383;282;151;108;82;125;152;93;60;19;0;0;65;369;547;143;400;2806;541;452;79
202012;04010102;04;01;01;02;2;323;239;84;0;7;3;6;3;9;6;12;6;9;3;12;16;28;16;22;21;22;42;22;9;21;6;6;6;7;0;0;3;0;0;0;0;19;45;12;44;154;33;13;3
202012;04010103;04;01;01;03;2;4401;2144;2257;62;62;89;153;71;79;65;152;129;141;54;166;102;169;118;181;407;322;367;328;316;268;129;83;40;97;116;64;47;12;12;0;62;375;620;166;271;2039;480;317;71
202012;04020204;04;02;02;04;2;66;31;35;0;0;0;0;0;0;4;4;3;6;3;6;0;6;3;7;0;0;6;3;3;0;0;0;0;3;0;6;3;0;0;0;0;0;20;6;6;22;0;9;3
202012;04020205;04;02;02;05;2;337;184;153;0;0;9;0;3;6;0;11;4;9;6;12;18;18;9;15;27;22;31;40;28;29;6;15;6;0;7;0;6;0;0;0;0;12;36;12;36;172;50;13;6
202012;04020206;04;02;02;06;2;900;469;431;12;15;17;29;12;18;19;9;12;26;6;21;13;46;17;41;95;100;81;69;49;45;30;6;9;29;28;23;17;3;0;3;12;73;90;21;59;452;81;89;23
202012;04020207;04;02;02;07;2;829;408;421;4;3;9;21;12;3;6;21;28;13;9;33;17;37;45;49;74;63;71;79;62;63;25;6;13;15;18;12;12;6;0;0;4;45;80;33;54;443;94;58;18
202012;04020208;04;02;02;08;2;840;417;423;3;15;6;21;16;3;15;40;24;33;15;43;25;45;16;13;47;49;59;81;51;60;26;16;19;6;32;28;17;3;9;4;3;58;130;43;70;316;102;85;33
202012;04020209;04;02;02;09;2;1217;648;569;6;6;3;18;13;12;10;28;15;18;6;21;55;228;113;128;128;101;81;57;41;33;26;15;12;9;9;18;0;3;4;0;6;40;89;21;283;649;74;48;7
202012;04020310;04;02;03;10;2;531;280;251;6;16;9;15;9;9;3;7;13;10;9;19;7;94;54;72;58;29;39;9;23;6;0;3;3;3;6;0;0;0;0;0;6;49;51;19;101;284;9;12;0
202012;04020311;04;02;03;11;2;4924;2458;2466;48;49;61;113;52;53;62;128;110;99;46;167;139;244;199;252;466;391;392;391;358;293;135;73;73;97;200;124;63;37;6;3;48;275;498;167;383;2449;501;494;109
202012;04020312;04;02;03;12;2;1885;982;903;25;24;19;50;18;37;27;37;51;49;23;72;43;111;55;120;154;169;148;152;116;86;54;34;40;32;59;36;22;10;12;0;25;111;224;72;154;914;174;167;44
202012;04020313;04;02;03;13;2;2803;1384;1419;19;27;42;70;41;36;37;56;53;68;21;66;63;189;125;176;304;239;253;166;172;152;67;33;56;71;86;63;37;6;6;3;19;180;271;66;252;1435;252;276;52
202012;04020314;04;02;03;14;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0
202012;04030415;04;03;04;15;1;1858;1000;858;19;14;13;44;10;15;24;15;21;21;12;34;36;155;99;163;253;187;145;128;102;70;63;31;16;40;53;34;21;6;10;4;19;81;108;34;191;1077;164;143;41
