ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;MH_E;MH_EM;MH_EW;MH_E00_01;MH_E01_02;MH_E02_03;MH_E03_05;MH_E05_06;MH_E06_07;MH_E07_08;MH_E08_10;MH_E10_12;MH_E12_14;MH_E14_15;MH_E15_18;MH_E18_21;MH_E21_25;MH_E25_27;MH_E27_30;MH_E30_35;MH_E35_40;MH_E40_45;MH_E45_50;MH_E50_55;MH_E55_60;MH_E60_63;MH_E63_65;MH_E65_67;MH_E67_70;MH_E70_75;MH_E75_80;MH_E80_85;MH_E85_90;MH_E90_95;MH_E95_110;MH_U1;MH_1U6;MH_6U15;MH_15U18;MH_18U25;MH_25U55;MH_55U65;MH_65U80;MH_80U110
201812;04030623;04;03;06;23;1;2849;1371;1478;41;41;42;80;25;44;31;46;42;37;27;59;64;125;86;188;286;297;225;184;195;165;94;48;43;62;123;61;55;18;9;6;41;188;227;59;189;1461;307;289;88
201812;04030724;04;03;07;24;1;2450;1138;1312;21;21;30;65;19;16;27;45;40;35;18;58;55;128;91;130;240;237;198;155;116;162;92;37;42;51;88;86;68;38;28;13;21;135;181;58;183;1167;291;267;147
201812;04030725;04;03;07;25;1;5023;2567;2456;52;60;65;107;31;56;43;116;80;87;55;147;128;293;192;342;534;473;420;368;337;275;136;94;71;115;154;78;62;25;15;12;52;263;437;147;421;2666;505;418;114
201812;04030726;04;03;07;26;1;2633;1281;1352;46;40;31;70;26;27;29;41;55;54;23;87;94;116;74;115;255;247;197;179;192;150;88;41;50;72;93;54;27;23;22;15;46;167;229;87;210;1259;279;269;87
201812;04030827;04;03;08;27;1;6611;3377;3234;76;66;77;151;58;52;55;96;153;123;45;173;168;369;271;377;646;646;530;541;434;403;190;138;113;157;224;127;79;42;9;22;76;352;524;173;537;3445;731;621;152
201812;04030828;04;03;08;28;1;4417;2189;2228;46;60;42;70;29;33;31;69;65;94;28;88;106;249;158;282;451;385;369;376;311;253;151;104;89;118;148;100;58;33;9;12;46;201;320;88;355;2332;508;455;112
201812;04030929;04;03;09;29;1;2664;1357;1307;24;32;27;42;34;26;18;55;51;33;16;61;50;109;90;175;237;229;202;198;193;212;94;55;57;70;111;72;39;22;24;6;24;135;199;61;159;1324;361;310;91
201812;04030930;04;03;09;30;1;2596;1355;1241;27;30;18;47;18;27;21;54;46;43;25;69;66;105;67;119;215;177;214;237;183;199;95;74;47;72;138;69;46;24;15;9;27;113;216;69;171;1212;368;326;94
201812;04030931;04;03;09;31;1;2144;1099;1045;22;19;25;53;20;12;27;33;30;42;22;38;40;82;62;120;211;224;152;174;152;144;81;40;40;67;76;58;30;27;6;15;22;117;166;38;122;1095;265;241;78
201812;04031032;04;03;10;32;1;6695;3313;3382;61;98;83;160;71;71;59;133;142;108;52;180;145;300;211;378;652;616;606;516;411;446;211;119;117;172;243;152;87;44;36;15;61;412;565;180;445;3390;776;684;182
201812;04041133;04;04;11;33;2;29;19;10;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;4;12;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;4;0;0
201812;04041134;04;04;11;34;2;2104;1015;1089;19;15;32;53;21;44;27;68;63;49;29;44;49;107;65;93;169;162;166;179;156;135;56;27;49;46;86;37;21;18;13;6;19;121;280;44;156;990;218;218;58
201812;04041135;04;04;11;35;2;1036;481;555;15;3;6;33;21;19;12;21;24;24;16;42;31;29;15;30;68;93;74;90;75;71;40;21;12;22;45;26;40;6;9;3;15;63;116;42;60;445;132;105;58
201812;04041136;04;04;11;36;2;1091;494;597;15;27;12;21;15;12;18;26;21;31;15;48;21;40;13;34;59;86;124;102;74;79;19;21;27;25;46;27;10;4;10;9;15;75;123;48;61;492;119;125;33
201812;04041137;04;04;11;37;2;3184;1527;1657;43;36;51;76;39;46;58;65;68;71;24;88;69;123;80;166;280;317;293;258;213;189;83;67;72;70;96;63;39;29;3;9;43;202;332;88;192;1607;339;301;80
201812;04041238;04;04;12;38;2;2147;1057;1090;28;18;42;65;31;30;30;65;79;77;33;81;50;79;46;72;166;182;199;197;131;127;66;28;50;39;68;29;21;3;6;9;28;156;314;81;129;993;221;186;39
201812;04041239;04;04;12;39;2;275;171;104;3;6;9;10;3;0;6;12;7;9;7;0;18;31;12;19;34;30;15;6;13;13;6;0;0;0;3;0;0;3;0;0;3;28;41;0;49;129;19;3;3
201812;04041240;04;04;12;40;2;423;209;214;6;6;0;15;9;3;3;6;9;24;0;17;15;27;0;19;30;24;27;30;34;36;16;9;9;10;15;6;6;9;0;3;6;30;45;17;42;164;61;40;18
201812;04041241;04;04;12;41;2;1752;865;887;21;21;15;55;18;27;18;39;46;36;27;53;56;94;65;85;121;123;148;155;97;120;44;34;22;57;62;50;31;3;6;3;21;109;193;53;150;794;198;191;43
201812;04041342;04;04;13;42;2;1407;724;683;16;17;18;36;18;21;21;28;21;21;10;31;27;40;19;61;112;108;113;119;88;94;57;54;36;59;39;52;34;30;0;7;16;89;122;31;67;620;205;186;71
201812;04041343;04;04;13;43;2;1122;528;594;12;15;16;36;13;15;10;19;38;18;12;39;15;60;46;39;97;88;98;78;94;58;43;30;21;33;36;18;6;7;9;3;12;80;112;39;75;540;131;108;25
201812;04041344;04;04;13;44;2;3000;1450;1550;33;45;24;87;28;41;21;90;71;76;33;94;83;128;43;131;235;253;262;241;236;183;101;46;54;96;112;76;34;24;13;6;33;184;332;94;211;1401;330;338;77
201812;04051445;04;05;14;45;1;2741;1330;1411;39;33;37;60;30;32;28;54;66;64;34;83;62;112;84;156;260;241;224;216;192;166;105;57;54;62;69;57;27;15;19;3;39;160;278;83;174;1373;328;242;64
201812;04051446;04;05;14;46;1;4711;2341;2370;49;45;61;120;65;52;48;109;108;98;49;106;92;173;125;239;425;415;387;351;268;315;145;88;136;160;196;121;96;36;15;18;49;291;464;106;265;2210;548;613;165
201812;04051447;04;05;14;47;1;2264;1071;1193;24;28;27;33;17;28;18;45;45;35;12;66;45;103;80;119;200;206;164;164;159;155;93;64;37;75;99;55;29;9;21;9;24;105;183;66;148;1092;312;266;68
201812;04051448;04;05;14;48;1;4452;2255;2197;51;45;54;99;43;38;36;75;67;69;36;86;79;226;118;285;434;390;354;351;361;270;161;84;83;123;175;125;73;24;16;21;51;241;321;86;305;2293;515;506;134
201812;04051549;04;05;15;49;1;2021;1061;960;27;27;41;67;27;28;39;56;52;52;22;72;59;108;62;124;199;162;164;141;125;110;56;12;42;52;36;25;12;10;9;3;27;162;249;72;167;977;178;155;34
201812;04051550;04;05;15;50;1;2325;1154;1171;24;32;24;49;20;21;21;53;52;49;25;67;56;121;109;126;222;216;186;179;159;138;70;59;43;55;66;39;16;19;6;3;24;125;221;67;177;1197;267;203;44
201812;04051551;04;05;15;51;1;1947;997;950;22;19;31;37;16;25;19;40;47;28;15;58;51;116;75;118;200;161;170;125;124;133;57;42;33;63;60;34;18;4;3;3;22;103;174;58;167;973;232;190;28
201812;04051652;04;05;16;52;1;3970;1992;1978;49;54;43;80;44;48;44;71;89;74;37;132;91;177;129;229;347;378;317;271;282;236;131;73;71;97;165;103;54;30;21;3;49;221;363;132;268;1953;440;436;108
201812;04051653;04;05;16;53;1;2977;1492;1485;18;23;33;68;40;30;25;59;58;52;24;79;97;170;114;189;271;245;250;243;184;167;86;45;68;99;95;69;37;21;9;9;18;164;248;79;267;1496;298;331;76
201812;04051654;04;05;16;54;1;1091;530;561;12;12;12;18;9;7;9;15;12;21;3;18;31;56;34;73;119;99;93;90;65;77;27;24;12;22;56;15;35;6;9;0;12;51;67;18;87;573;128;105;50
201812;04020206;04;02;02;06;2;815;418;397;10;16;12;28;21;6;6;15;16;16;3;9;31;42;24;28;85;87;79;46;45;37;30;17;15;18;30;28;3;3;3;6;10;77;62;9;73;394;84;91;15
201812;04020207;04;02;02;07;2;767;398;369;12;9;9;18;10;12;15;15;29;15;6;27;21;36;21;42;79;54;88;62;70;44;9;12;6;9;6;6;18;4;0;3;12;46;92;27;57;416;65;27;25
201812;04020208;04;02;02;08;2;784;374;410;6;9;12;19;13;9;19;22;30;22;9;33;41;34;10;12;39;72;46;67;67;57;37;15;9;24;30;9;9;3;0;0;6;53;111;33;75;313;109;72;12
201812;04020209;04;02;02;09;2;1241;627;614;3;3;6;15;13;16;13;18;9;12;17;33;54;254;104;91;141;106;77;52;58;48;23;6;3;18;15;15;6;9;3;0;3;37;85;33;308;629;77;51;18
201812;04020310;04;02;03;10;2;338;169;169;4;4;3;3;6;0;0;3;3;0;0;3;13;83;41;55;49;22;9;19;3;9;0;0;0;0;0;0;3;3;0;0;4;16;6;3;96;198;9;0;6
201812;04020311;04;02;03;11;2;5049;2682;2367;51;58;60;111;45;68;38;122;112;96;46;164;181;354;194;292;524;427;365;394;334;236;116;86;69;133;166;98;56;32;12;9;51;274;482;164;535;2530;438;466;109
201812;04020312;04;02;03;12;2;1793;914;879;18;15;23;43;31;15;18;57;39;46;29;58;61;104;79;94;151;131;164;124;115;83;46;52;24;40;42;36;24;18;10;3;18;112;204;58;165;858;181;142;55
201812;04051655;04;05;16;55;1;3162;1630;1532;43;39;32;75;46;30;31;70;77;59;31;103;87;148;104;180;323;314;262;240;214;167;86;70;45;66;94;58;43;12;4;9;43;192;298;103;235;1637;323;263;68
201812;04051656;04;05;16;56;1;2505;1276;1229;27;34;25;62;25;28;43;65;54;59;19;78;104;110;72;158;245;230;221;171;157;151;85;24;25;56;63;59;28;12;9;6;27;146;268;78;214;1254;260;203;55
201812;04061757;04;06;17;57;2;24;21;3;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;3;0;3;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;12;6;3;3;0
201812;05010101;05;01;01;01;2;2874;1435;1439;60;47;46;109;49;39;57;111;105;87;35;108;70;137;87;126;255;221;257;208;161;140;57;47;49;51;57;52;16;6;21;3;60;251;434;108;207;1315;244;209;46
201812;05010102;05;01;01;02;2;2230;1120;1110;51;53;51;79;36;21;34;54;42;45;21;58;66;175;82;181;208;200;148;158;102;105;36;28;33;43;68;28;9;12;3;0;51;219;217;58;241;1079;169;172;24
201812;05010103;05;01;01;03;2;1445;737;708;23;22;27;40;15;28;15;39;49;46;15;50;28;55;56;61;131;109;113;109;83;91;49;37;31;44;22;27;18;6;0;6;23;104;192;50;83;662;177;124;30
201812;05010204;05;01;02;04;2;1563;730;833;16;40;31;64;34;30;30;61;72;68;30;83;60;80;44;53;100;135;111;89;82;63;29;37;15;36;26;22;9;3;10;0;16;169;291;83;140;614;129;99;22
201812;05010205;05;01;02;05;2;579;288;291;6;10;9;3;7;9;6;15;18;9;10;27;13;37;18;19;49;39;42;63;54;27;18;9;15;25;3;16;0;0;3;0;6;29;67;27;50;284;54;59;3
201812;05010206;05;01;02;06;2;4239;2161;2078;67;81;65;177;63;57;60;134;130;142;61;190;103;234;125;199;345;356;294;282;280;245;113;82;38;85;78;61;66;20;3;3;67;386;584;190;337;1881;440;262;92
201812;05010207;05;01;02;07;2;5916;2867;3049;89;90;116;181;88;96;93;195;193;165;105;252;147;219;161;253;454;469;496;423;323;335;192;131;108;153;110;125;93;44;13;4;89;475;847;252;366;2579;658;496;154
201812;05010208;05;01;02;08;2;2705;1400;1305;53;45;51;106;49;51;52;83;50;49;30;87;70;145;109;158;282;264;173;191;146;152;53;37;36;46;64;31;23;19;0;0;53;251;315;87;215;1323;242;177;42
201812;05010209;05;01;02;09;2;1920;990;930;30;34;27;53;33;28;21;64;61;69;24;78;46;80;51;93;169;131;150;163;145;108;59;39;25;48;58;27;6;0;0;0;30;147;267;78;126;902;206;158;6
201812;05010310;05;01;03;10;2;1491;733;758;41;26;48;62;25;28;27;46;37;31;17;47;43;76;53;119;139;128;124;107;84;57;24;6;15;19;40;10;9;3;0;0;41;161;186;47;119;754;87;84;12
201812;05010311;05;01;03;11;2;2853;1397;1456;24;37;40;81;42;40;39;110;86;102;46;146;106;140;75;127;222;228;231;213;176;132;51;63;35;66;64;49;44;23;12;3;24;200;423;146;246;1272;246;214;82
201812;05010312;05;01;03;12;2;4174;2287;1887;63;74;56;147;59;58;59;149;117;104;50;154;124;264;163;280;449;400;351;268;224;201;61;37;49;62;81;51;13;6;0;0;63;336;537;154;388;2135;299;243;19
201812;05010313;05;01;03;13;2;2914;1561;1353;40;57;47;85;45;49;39;67;74;65;28;113;113;192;118;194;296;205;201;227;209;152;53;48;36;39;61;33;22;6;0;0;40;234;322;113;305;1450;253;169;28
201812;05010314;05;01;03;14;2;4964;2542;2422;68;92;86;144;64;57;61;117;126;130;49;173;129;289;172;268;464;432;371;370;340;270;138;103;73;115;111;86;44;19;0;3;68;386;540;173;418;2417;511;385;66
201812;05010339;05;01;03;39;2;675;389;286;16;13;16;27;22;24;16;28;40;30;12;38;22;44;22;34;68;67;39;34;27;6;3;3;6;9;9;0;0;0;0;0;16;78;150;38;66;291;12;24;0
201812;05020415;05;02;04;15;2;798;394;404;6;9;15;18;13;16;9;24;30;37;18;44;24;29;9;18;45;46;64;68;91;78;24;9;13;13;10;6;12;0;0;0;6;55;134;44;53;341;111;42;12
201812;05020416;05;02;04;16;2;88;43;45;0;0;0;0;3;0;0;3;0;10;0;3;0;3;3;0;9;15;6;3;6;8;0;3;0;0;7;3;3;0;0;0;0;3;13;3;3;42;11;10;3
201812;05020417;05;02;04;17;2;1860;988;872;22;30;22;45;21;30;30;39;59;55;41;94;74;129;52;61;102;141;134;160;120;115;49;31;29;51;55;30;24;15;0;0;22;118;254;94;203;770;195;165;39
201812;05020418;05;02;04;18;2;1168;645;523;19;21;22;43;20;22;27;33;43;28;26;53;38;77;42;54;100;101;100;76;54;49;19;15;18;19;28;9;6;6;0;0;19;106;179;53;115;527;83;74;12
201812;05020419;05;02;04;19;2;2024;999;1025;36;46;46;73;37;36;31;69;61;61;12;67;42;98;58;125;200;149;149;110;117;112;61;30;36;36;50;30;28;9;6;3;36;202;270;67;140;908;203;152;46
201812;05020420;05;02;04;20;2;193;99;94;0;6;0;19;0;3;6;9;6;3;6;12;0;7;3;22;12;3;21;9;15;10;3;0;3;6;9;0;0;0;0;0;0;25;33;12;7;85;13;18;0
201812;05020521;05;02;05;21;2;878;449;429;10;12;9;33;20;12;19;25;40;37;15;40;18;46;21;27;52;67;92;86;69;45;28;12;9;3;9;13;6;3;0;0;10;74;148;40;64;414;85;34;9
201812;05020522;05;02;05;22;2;3525;1779;1746;50;79;84;136;78;66;74;134;132;109;50;141;120;182;110;177;307;319;266;217;192;145;74;51;31;42;72;46;30;11;0;0;50;377;565;141;302;1588;270;191;41
201812;05020523;05;02;05;23;2;7392;3686;3706;110;151;172;291;130;129;146;298;271;258;145;366;249;381;190;318;603;563;527;470;408;380;157;105;94;130;139;106;69;24;12;0;110;744;1247;366;630;3079;642;469;105
201812;05020524;05;02;05;24;2;1363;650;713;18;37;19;45;9;16;12;27;45;33;3;51;43;96;36;72;101;71;95;100;96;106;43;12;35;42;31;33;21;9;3;3;18;110;136;51;139;571;161;141;36
201812;05020625;05;02;06;25;2;2789;1504;1285;60;37;40;74;39;47;43;58;73;60;28;107;86;197;102;147;292;208;226;198;140;124;80;36;54;73;74;50;24;12;0;0;60;190;309;107;283;1313;240;251;36
201812;05020626;05;02;06;26;2;6383;3346;3037;104;89;106;193;100;88;89;150;151;158;78;207;200;367;248;427;637;528;485;467;417;344;133;92;71;120;145;102;51;15;12;9;104;488;714;207;567;3209;569;438;87
201812;05020627;05;02;06;27;2;1988;1077;911;18;22;40;58;42;34;37;74;58;60;41;106;83;123;62;110;164;171;154;137;126;76;57;18;21;24;38;12;16;6;0;0;18;162;304;106;206;924;151;95;22
201812;05020628;05;02;06;28;2;505;254;251;12;13;9;12;6;3;9;17;15;6;9;23;6;30;18;16;35;43;40;25;51;39;12;12;0;12;16;6;7;3;0;0;12;40;59;23;36;228;63;34;10
201812;05020629;05;02;06;29;2;720;351;369;3;15;12;18;9;6;12;19;15;21;6;30;16;15;13;16;60;73;34;69;58;49;20;18;15;15;27;18;29;9;0;0;3;54;79;30;31;323;87;75;38
201812;05030730;05;03;07;30;2;2176;1107;1069;28;38;41;65;40;36;36;70;82;76;31;107;64;85;44;57;129;231;207;195;175;140;34;21;13;38;48;24;18;0;3;0;28;184;331;107;149;1038;195;123;21
201812;05030731;05;03;07;31;2;4941;2447;2494;55;70;74;176;61;63;68;141;131;121;66;156;102;219;127;266;430;417;409;346;322;321;176;100;83;139;124;79;63;30;3;3;55;381;590;156;321;2317;597;425;99
201812;05030832;05;03;08;32;2;5452;2809;2643;75;80;90;161;84;83;79;178;144;142;67;175;163;319;140;278;515;446;434;363;333;283;149;87;108;154;155;100;42;22;3;0;75;415;693;175;482;2509;519;517;67
201812;05030833;05;03;08;33;2;231;111;120;3;3;3;4;0;3;0;3;3;9;0;4;6;20;13;25;15;9;24;21;24;6;6;6;3;6;9;3;0;0;0;0;3;10;18;4;26;131;18;21;0
201812;05040934;05;04;09;34;2;915;512;403;13;22;10;34;15;15;15;43;38;24;15;57;24;63;21;31;70;65;60;46;37;45;36;16;16;22;19;27;10;3;3;0;13;81;150;57;87;330;97;84;16
201812;05040935;05;04;09;35;2;105;72;33;0;0;0;4;0;3;3;0;3;0;0;3;0;17;6;6;9;3;6;9;12;3;0;6;0;3;3;3;3;0;0;0;0;4;9;3;17;51;9;9;3
201812;05040936;05;04;09;36;2;1732;817;915;15;33;30;67;36;30;22;79;107;81;40;71;33;43;13;35;69;127;135;171;105;125;57;21;22;47;51;31;18;9;6;3;15;166;359;71;76;655;203;151;36
201812;05040937;05;04;09;37;2;340;149;191;0;4;4;6;4;12;3;6;0;13;10;21;15;6;10;3;19;18;24;32;31;15;21;15;9;12;15;9;0;3;0;0;0;18;44;21;21;137;51;45;3
201812;05040938;05;04;09;38;2;503;229;274;3;0;3;18;6;13;6;28;19;18;13;19;25;18;12;21;21;21;47;44;31;31;6;3;9;16;21;21;6;4;0;0;3;27;97;19;43;197;40;67;10
201812;06010101;06;01;01;01;2;1811;871;940;18;27;24;36;33;24;21;46;52;53;27;90;57;104;51;87;124;145;140;133;120;107;56;40;31;24;66;31;29;9;6;0;18;120;223;90;161;800;203;152;44
201812;06010102;06;01;01;02;2;3167;1533;1634;48;45;43;112;39;56;45;88;63;67;33;95;85;146;89;162;303;312;245;224;243;173;99;59;49;75;72;48;24;12;10;3;48;239;352;95;231;1578;331;244;49
201812;06010103;06;01;01;03;2;1992;945;1047;27;28;32;60;28;12;27;48;44;52;12;80;48;82;54;93;194;179;193;153;136;92;52;19;29;73;65;38;21;6;6;9;27;148;195;80;130;1002;163;205;42
201812;06010204;06;01;02;04;2;2313;1151;1162;34;27;38;44;33;42;25;52;70;53;27;75;72;123;62;126;213;175;183;162;178;147;69;37;38;51;87;43;15;6;0;6;34;142;269;75;195;1099;253;219;27
201812;06010205;06;01;02;05;2;3119;1547;1572;54;65;50;78;43;33;36;90;78;61;34;68;77;162;105;188;323;278;246;227;211;167;87;54;55;58;61;58;35;22;9;6;54;236;332;68;239;1578;308;232;72
201812;06010206;06;01;02;06;2;2229;1095;1134;34;27;27;70;27;24;38;43;72;53;20;71;60;87;50;138;200;185;187;146;130;106;63;30;48;76;92;61;28;21;12;3;34;151;250;71;147;1036;199;277;64
201812;06010207;06;01;02;07;2;2561;1266;1295;36;44;38;59;45;42;34;55;57;53;28;80;53;122;82;135;259;238;179;198;160;139;102;49;45;61;69;59;22;15;0;3;36;186;269;80;175;1251;290;234;40
201812;06010208;06;01;02;08;2;1999;983;1016;19;27;30;65;25;26;21;45;42;33;18;39;31;101;77;104;211;178;161;146;124;133;60;37;36;63;82;34;24;7;0;0;19;147;185;39;132;1001;230;215;31
201812;06010209;06;01;02;09;2;3095;1524;1571;39;54;46;84;51;47;21;79;64;60;34;75;62;131;99;195;319;256;246;248;202;169;101;65;49;78;100;73;27;18;3;0;39;235;305;75;193;1565;335;300;48
201812;06010210;06;01;02;10;2;1393;668;725;21;24;13;51;19;16;21;39;23;27;14;27;20;48;47;81;147;129;97;119;112;100;46;24;15;31;46;12;15;6;0;3;21;107;140;27;68;732;170;104;24
201812;06020301;06;02;03;01;2;1140;577;563;24;26;10;27;15;21;6;25;22;30;16;38;18;41;55;59;101;86;91;95;68;71;41;15;16;34;33;24;12;10;4;6;24;78;120;38;59;555;127;107;32
201812;06020302;06;02;03;02;2;1420;668;752;21;27;21;45;21;15;29;43;19;47;9;60;33;57;42;45;117;118;117;107;75;92;39;34;33;42;42;40;12;9;6;3;21;114;162;60;90;621;165;157;30
201812;06020303;06;02;03;03;2;2215;1095;1120;34;47;33;71;40;40;31;53;65;36;19;60;39;89;71;113;239;233;186;138;160;117;72;38;30;51;42;30;23;12;3;0;34;191;244;60;128;1140;227;153;38
201812;06020304;06;02;03;04;2;2082;1024;1058;42;33;36;55;27;31;18;46;52;57;30;62;52;124;69;128;210;178;180;154;100;117;60;21;34;46;67;28;13;3;0;9;42;151;234;62;176;1019;198;175;25
201812;06020305;06;02;03;05;2;3841;1875;1966;44;57;61;100;61;59;46;119;98;79;48;130;114;293;140;222;315;338;279;246;245;172;89;62;52;120;91;79;58;18;6;0;44;279;449;130;407;1785;323;342;82
201812;06020306;06;02;03;06;2;1233;600;633;18;15;12;39;24;29;12;33;27;19;15;49;45;27;29;67;79;64;77;104;102;93;36;35;19;46;46;42;18;6;6;0;18;90;135;49;72;522;164;153;30
201812;06020407;06;02;04;07;2;2298;1143;1155;16;33;28;74;21;31;40;85;75;59;34;71;47;103;80;138;206;201;157;150;143;128;76;41;57;51;73;43;13;18;3;3;16;156;324;71;150;1075;245;224;37
201812;06020408;06;02;04;08;2;1903;960;943;37;31;37;52;30;24;37;58;54;67;22;66;62;117;63;90;162;135;144;145;124;118;45;28;15;24;45;33;28;10;0;0;37;150;262;66;179;863;191;117;38
201812;06020409;06;02;04;09;2;2052;1008;1044;27;25;43;33;45;34;29;39;39;43;34;83;64;104;58;83;149;167;170;157;155;117;74;36;24;43;51;58;28;15;9;16;27;146;218;83;168;939;227;176;68
201812;06020410;06;02;04;10;2;1406;690;716;18;15;18;40;15;13;21;48;41;37;15;40;73;72;64;66;112;84;107;89;83;81;48;24;27;36;61;34;12;3;3;6;18;88;175;40;145;605;153;158;24
201812;06020411;06;02;04;11;2;2145;1006;1139;18;39;46;90;31;30;37;69;77;64;36;104;39;99;61;60;129;170;151;157;136;113;90;54;49;49;60;51;24;0;9;3;18;206;313;104;138;864;257;209;36
201812;06030501;06;03;05;01;2;1325;746;579;21;10;13;36;15;16;15;40;50;46;16;50;60;126;57;66;80;108;89;79;93;51;31;24;15;24;32;33;23;3;0;3;21;74;183;50;186;572;106;104;29
201812;06030502;06;03;05;02;2;1315;616;699;12;21;25;40;19;21;21;49;40;37;15;47;46;65;38;45;92;96;123;82;78;89;21;31;28;31;45;33;12;10;3;0;12;105;183;47;111;554;141;137;25
201812;06030503;06;03;05;03;2;3392;1633;1759;39;54;49;113;56;44;48;103;85;99;38;142;88;153;77;171;279;253;253;262;213;190;114;70;63;82;105;61;45;18;12;13;39;272;417;142;241;1508;374;311;88
201812;06030504;06;03;05;04;2;2419;1135;1284;27;27;22;68;30;41;50;76;94;69;41;106;97;100;49;91;149;150;186;177;174;149;78;40;34;75;102;47;36;22;9;3;27;147;371;106;197;976;267;258;70
201812;06030605;06;03;06;05;2;2000;971;1029;24;21;19;45;20;22;24;53;62;43;27;58;67;121;61;125;169;166;154;139;136;118;54;37;39;58;59;43;18;12;0;6;24;105;231;58;188;950;209;199;36
201812;06030606;06;03;06;06;2;1733;871;862;27;24;22;36;18;25;9;21;30;61;27;68;57;131;74;86;166;129;119;134;125;88;57;18;29;30;48;24;28;12;10;0;27;100;173;68;188;833;163;131;50
201812;06030607;06;03;06;07;2;1134;598;536;12;9;18;24;6;9;3;30;26;18;9;27;69;197;87;134;98;75;74;57;51;37;12;6;6;6;15;3;6;7;3;0;12;57;95;27;266;576;55;30;16
201812;06030608;06;03;06;08;2;3842;1983;1859;58;51;71;135;70;58;82;147;138;143;60;179;127;184;118;127;271;321;288;263;250;217;100;46;54;73;76;60;39;24;9;3;58;327;628;179;311;1638;363;263;75
201812;06030609;06;03;06;09;2;3028;1470;1558;41;47;29;92;48;53;51;101;73;101;30;105;78;164;95;134;280;218;220;249;206;181;88;58;37;70;78;48;25;9;9;10;41;216;409;105;242;1402;327;233;53
201812;06030610;06;03;06;10;2;1987;936;1051;21;27;33;39;15;33;39;61;73;78;26;84;60;101;39;69;153;165;122;179;119;113;42;37;41;51;63;49;34;6;12;3;21;114;310;84;161;846;192;204;55
201812;06040701;06;04;07;01;2;2244;1110;1134;15;34;30;60;57;34;36;74;63;74;31;107;47;101;42;107;122;136;175;171;159;119;67;53;44;77;95;49;32;21;6;6;15;181;312;107;148;912;239;265;65
