ZEIT;RAUMID;BEZ;PGR;BZR;PLR;STADTRAUM;EINW10;EINW5;Dau10;Dau5;PDAU10;PDAU5
2018;01011101;01;01;11;01;1;3124;3234;1164;1876;37,3;58,0
2018;01011102;01;01;11;02;1;190;196;80;117;42,1;59,7
2018;01011103;01;01;11;03;1;4655;4841;1863;2831;40,0;58,5
2018;01011104;01;01;11;04;1;4305;4543;1348;2479;31,3;54,6
2018;01011105;01;01;11;05;1;1287;1341;277;595;21,5;44,4
2018;01011201;01;01;12;01;1;2211;2302;990;1364;44,8;59,3
2018;01011202;01;01;12;02;1;596;611;173;264;29,0;43,2
2018;01011203;01;01;12;03;1;1031;1066;327;532;31,7;49,9
2018;01011204;01;01;12;04;1;7613;7861;2558;3805;33,6;48,4
2018;01011301;01;01;13;01;1;6235;6513;1444;2875;23,2;44,1
2018;01011302;01;01;13;02;1;11476;11998;4545;7245;39,6;60,4
2018;01011303;01;01;13;03;1;9300;9604;3332;5090;35,8;53,0
2018;01011304;01;01;13;04;1;8029;8353;4299;5799;53,5;69,4
2018;01011305;01;01;13;05;1;7628;7890;2996;4550;39,3;57,7
2018;01011306;01;01;13;06;1;9711;10058;3335;5259;34,3;52,3
2018;01011401;01;01;14;01;1;15973;16858;4648;8498;29,1;50,4
2018;01011402;01;01;14;02;1;12072;12786;3630;6782;30,1;53,0
2018;01022101;01;02;21;01;1;3266;3394;993;1772;30,4;52,2
2018;01022102;01;02;21;02;1;6190;6398;1975;3337;31,9;52,2
2018;01022103;01;02;21;03;1;235;259;66;138;28,1;53,3
2018;01022104;01;02;21;04;1;17404;18085;6538;10468;37,6;57,9
2018;01022105;01;02;21;05;1;4929;5146;1737;2887;35,2;56,1
2018;01022106;01;02;21;06;1;10556;10935;4848;7266;45,9;66,4
2018;01022201;01;02;22;01;1;10036;10464;3598;5927;35,9;56,6
2018;01022202;01;02;22;02;1;2208;2321;720;1058;32,6;45,6
2018;01022203;01;02;22;03;1;6305;6678;2725;4174;43,2;62,5
2018;01022204;01;02;22;04;1;5761;5975;2262;3580;39,3;59,9
2018;01022205;01;02;22;05;1;2939;3131;1262;1962;42,9;62,7
2018;01022206;01;02;22;06;1;2805;2918;1265;1930;45,1;66,1
2018;01022207;01;02;22;07;1;5461;5599;2285;3284;41,8;58,7
2018;01033101;01;03;31;01;1;23937;25418;8332;14724;34,8;57,9
2018;01033102;01;03;31;02;1;10766;11375;4099;6814;38,1;59,9
2018;01033201;01;03;32;01;1;12112;12970;5716;8663;47,2;66,8
2018;01033202;01;03;32;02;1;9154;9700;4208;6486;46,0;66,9
2018;01033203;01;03;32;03;1;13094;13833;4841;8135;37,0;58,8
2018;01044101;01;04;41;01;1;19259;20016;7518;12094;39,0;60,4
2018;01044102;01;04;41;02;1;15116;15774;6297;9899;41,7;62,8
2018;01044103;01;04;41;03;1;7964;8282;2765;4601;34,7;55,6
2018;01044201;01;04;42;01;1;21852;23041;7702;13568;35,2;58,9
2018;01044202;01;04;42;02;1;15702;16299;4885;8810;31,1;54,1
2018;01044203;01;04;42;03;1;14843;15540;5250;9382;35,4;60,4
2018;02010101;02;01;01;01;1;6176;6489;2030;3425;32,9;52,8
2018;02010102;02;01;01;02;1;12177;12938;5520;8613;45,3;66,6
2018;02010103;02;01;01;03;1;13567;14434;6971;10352;51,4;71,7
2018;02010104;02;01;01;04;1;4578;4838;2296;3413;50,2;70,5
2018;02020201;02;02;02;01;1;1511;1636;107;159;7,1;9,7
2018;02020202;02;02;02;02;1;5477;5764;2203;3413;40,2;59,2
2018;02020203;02;02;02;03;1;9942;10408;4014;6367;40,4;61,2
2018;02020204;02;02;02;04;1;11647;12160;4709;7140;40,4;58,7
2018;02020205;02;02;02;05;1;13888;14408;6341;9378;45,7;65,1
2018;02020206;02;02;02;06;1;17114;17974;7188;11677;42,0;65,0
2018;02030301;02;03;03;01;1;8243;8629;4213;6113;51,1;70,8
2018;02030302;02;03;03;02;1;11968;12516;5865;8435;49,0;67,4
2018;02030401;02;03;04;01;1;13876;14493;5891;9071;42,5;62,6
2018;02030402;02;03;04;02;1;10187;10621;4495;6700;44,1;63,1
2018;02040501;02;04;05;01;1;4981;5199;2731;3696;54,8;71,1
2018;02040502;02;04;05;02;1;6779;7038;2656;4142;39,2;58,9
2018;02040503;02;04;05;03;1;9998;10432;3426;5892;34,3;56,5
2018;02040701;02;04;07;01;1;12013;12485;4751;7262;39,5;58,2
2018;02040702;02;04;07;02;1;10059;10482;3809;6172;37,9;58,9
2018;02040703;02;04;07;03;1;1009;1083;150;281;14,9;25,9
2018;02050601;02;05;06;01;1;8260;8600;2301;4320;27,9;50,2
2018;02050602;02;05;06;02;1;19461;20395;5339;9962;27,4;48,8
2018;02050801;02;05;08;01;1;18125;18912;5204;9327;28,7;49,3
2018;02050802;02;05;08;02;1;19219;20025;5240;9659;27,3;48,2
2018;02050803;02;05;08;03;1;6893;7145;1994;3383;28,9;47,3
2018;02050804;02;05;08;04;1;4004;4293;1132;2030;28,3;47,3
2018;03010101;03;01;01;01;2;3584;3830;1166;1830;32,5;47,8
2018;03010102;03;01;01;02;2;10969;11623;4439;6913;40,5;59,5
2018;03010104;03;01;01;04;2;215;230;72;144;33,5;62,6
2018;03020203;03;02;02;03;2;2042;2188;695;1377;34,0;62,9
2018;03020209;03;02;02;09;2;13286;14123;5612;8873;42,2;62,8
2018;03020210;03;02;02;10;2;10106;10802;4187;6554;41,4;60,7
2018;03020307;03;02;03;07;2;16206;17259;7774;11812;48,0;68,4
2018;03030405;03;03;04;05;2;9821;10495;4090;6348;41,6;60,5
2018;03030406;03;03;04;06;2;7510;7883;5038;6252;67,1;79,3
2018;03030711;03;03;07;11;2;6241;6600;3413;5028;54,7;76,2
2018;03030715;03;03;07;15;2;6937;7289;3474;4564;50,1;62,6
2018;03030716;03;03;07;16;2;1056;1105;738;878;69,9;79,5
2018;03040508;03;04;05;08;2;4119;4357;2188;3241;53,1;74,4
2018;03040512;03;04;05;12;2;9183;9630;4649;6584;50,6;68,4
2018;03040513;03;04;05;13;2;3034;3234;1479;2286;48,7;70,7
2018;03040614;03;04;06;14;2;31981;34240;12883;21242;40,3;62,0
2018;03040818;03;04;08;18;2;31205;32876;13387;20888;42,9;63,5
2018;03050919;03;05;09;19;2;4974;5232;2333;3262;46,9;62,3
2018;03050920;03;05;09;20;2;6590;6996;2552;4297;38,7;61,4
2018;03050923;03;05;09;23;2;8522;8990;2726;4882;32,0;54,3
2018;03050924;03;05;09;24;2;5389;5739;1791;3216;33,2;56,0
2018;03050925;03;05;09;25;2;8513;9144;3068;5301;36,0;58,0
2018;03051017;03;05;10;17;2;3847;4032;1550;2464;40,3;61,1
2018;03051021;03;05;10;21;2;5953;6189;3013;4246;50,6;68,6
2018;03051022;03;05;10;22;2;4189;4390;2147;3116;51,3;71,0
2018;03061126;03;06;11;26;1;14141;14818;4574;7968;32,3;53,8
2018;03061131;03;06;11;31;1;9546;10095;3021;5251;31,6;52,0
2018;03061227;03;06;12;27;1;13325;13929;4874;8415;36,6;60,4
2018;03061228;03;06;12;28;1;11834;12194;4757;7071;40,2;58,0
2018;03061332;03;06;13;32;1;20206;21462;7153;12684;35,4;59,1
2018;03061429;03;06;14;29;1;9364;9669;5321;7128;56,8;73,7
2018;03061430;03;06;14;30;1;3596;3875;1475;1991;41,0;51,4
2018;03061434;03;06;14;34;1;5776;6115;2061;3698;35,7;60,5
2018;03061435;03;06;14;35;1;3603;3747;1438;2240;39,9;59,8
2018;03061441;03;06;14;41;1;2112;2408;274;1431;13,0;59,4
2018;03071536;03;07;15;36;1;9867;10481;3402;6123;34,5;58,4
2018;03071537;03;07;15;37;1;14080;14929;5086;8146;36,1;54,6
2018;03071633;03;07;16;33;1;2905;3058;1265;1880;43,5;61,5
2018;03071638;03;07;16;38;1;15597;16594;5657;9595;36,3;57,8
2018;03071639;03;07;16;39;1;11240;11982;4514;7401;40,2;61,8
2018;04010101;04;01;01;01;2;9868;10300;4560;6832;46,2;66,3
2018;04010102;04;01;01;02;2;739;769;320;448;43,3;58,3
2018;04010103;04;01;01;03;2;6996;7421;3509;5400;50,2;72,8
2018;04020204;04;02;02;04;2;166;175;58;88;34,9;50,3
2018;04020205;04;02;02;05;2;1243;1300;736;968;59,2;74,5
2018;04020206;04;02;02;06;2;2696;2769;1308;1722;48,5;62,2
2018;04020207;04;02;02;07;2;2359;2458;1091;1636;46,2;66,6
2018;04020208;04;02;02;08;2;2677;2821;1369;2053;51,1;72,8
2018;04020209;04;02;02;09;2;2980;3133;1537;1995;51,6;63,7
2018;04020310;04;02;03;10;2;593;602;196;257;33,1;42,7
2018;04020311;04;02;03;11;2;14029;14547;6854;9606;48,9;66,0
2018;04020312;04;02;03;12;2;5140;5356;2277;3309;44,3;61,8
2018;04020313;04;02;03;13;2;6901;7123;2889;4237;41,9;59,5
2018;04020314;04;02;03;14;2;12;12;9;9;75,0;75,0
2018;04030415;04;03;04;15;1;2884;2954;862;1420;29,9;48,1
2018;04030416;04;03;04;16;1;9635;10105;4738;7035;49,2;69,6
2018;04030417;04;03;04;17;1;10063;10488;4784;6941;47,5;66,2
2018;04030518;04;03;05;18;1;8907;9194;4012;5793;45,0;63,0
2018;04030519;04;03;05;19;1;5405;5619;2209;3465;40,9;61,7
2018;04030620;04;03;06;20;1;8259;8532;3564;5468;43,2;64,1
2018;04030621;04;03;06;21;1;2821;2920;1154;1830;40,9;62,7
2018;04030622;04;03;06;22;1;9992;10354;4350;6487;43,5;62,7
2018;04030623;04;03;06;23;1;4593;4779;1816;2860;39,5;59,8
2018;04030724;04;03;07;24;1;6043;6241;2868;4178;47,5;66,9
2018;04030725;04;03;07;25;1;11362;11781;5230;7456;46,0;63,3
2018;04030726;04;03;07;26;1;5330;5515;2377;3416;44,6;61,9
2018;04030827;04;03;08;27;1;11347;11730;4829;7224;42,6;61,6
2018;04030828;04;03;08;28;1;9060;9306;4237;5890;46,8;63,3
2018;04030929;04;03;09;29;1;5663;5873;2518;3655;44,5;62,2
2018;04030930;04;03;09;30;1;5266;5442;2448;3433;46,5;63,1
2018;04030931;04;03;09;31;1;3439;3556;1535;2168;44,6;61,0
2018;04031032;04;03;10;32;1;14532;15013;6566;9306;45,2;62,0
2018;04041133;04;04;11;33;2;60;60;25;25;41,7;41,7
2018;04041134;04;04;11;34;2;4780;5027;2017;3084;42,2;61,3
2018;04041135;04;04;11;35;2;2612;2732;1252;1857;47,9;68,0
2018;04041136;04;04;11;36;2;2824;2947;1314;1939;46,5;65,8
2018;04041137;04;04;11;37;2;7629;7950;3540;5189;46,4;65,3
2018;04041238;04;04;12;38;2;5541;5822;2535;3769;45,7;64,7
2018;04041239;04;04;12;39;2;304;325;39;54;12,8;16,6
2018;04041240;04;04;12;40;2;1428;1477;721;1038;50,5;70,3
2018;04041241;04;04;12;41;2;6533;6783;3193;4722;48,9;69,6
2018;04041342;04;04;13;42;2;3884;4014;2024;2777;52,1;69,2
2018;04041343;04;04;13;43;2;3309;3424;1718;2468;51,9;72,1
2018;04041344;04;04;13;44;2;9979;10384;5420;7374;54,3;71,0
2018;04051445;04;05;14;45;1;5859;6059;2590;3882;44,2;64,1
2018;04051446;04;05;14;46;1;9989;10364;4652;6762;46,6;65,2
2018;04051447;04;05;14;47;1;5002;5180;2158;3219;43,1;62,1
2018;04051448;04;05;14;48;1;8745;9034;4001;5720;45,8;63,3
2018;04051549;04;05;15;49;1;4186;4397;1790;2711;42,8;61,7
2018;04051550;04;05;15;50;1;5141;5346;2325;3447;45,2;64,5
2018;04051551;04;05;15;51;1;4178;4324;1934;2776;46,3;64,2
2018;04051652;04;05;16;52;1;9212;9542;4237;6153;46,0;64,5
2018;04051653;04;05;16;53;1;6537;6769;3009;4392;46,0;64,9
2018;04051654;04;05;16;54;1;2880;2965;1329;1990;46,1;67,1
2018;04051655;04;05;16;55;1;6682;6960;2788;4341;41,7;62,4
2018;04051656;04;05;16;56;1;7049;7374;3354;4964;47,6;67,3
2018;04061757;04;06;17;57;2;69;72;35;38;50,7;52,8
2018;05010101;05;01;01;01;2;9263;9771;3731;6114;40,3;62,6
2018;05010102;05;01;01;02;2;6547;6791;2548;3712;38,9;54,7
2018;05010103;05;01;01;03;2;7153;7423;3549;5056;49,6;68,1
2018;05010204;05;01;02;04;2;3174;3398;1265;2125;39,9;62,5
2018;05010205;05;01;02;05;2;1824;1897;1061;1370;58,2;72,2
2018;05010206;05;01;02;06;2;9515;10033;4286;6532;45,0;65,1
2018;05010207;05;01;02;07;2;10285;10963;4866;7620;47,3;69,5
2018;05010208;05;01;02;08;2;6906;7306;2737;4552;39,6;62,3
2018;05010209;05;01;02;09;2;5623;5861;3130;4168;55,7;71,1
2018;05010310;05;01;03;10;2;3536;3732;1364;2261;38,6;60,6
2018;05010311;05;01;03;11;2;5118;5426;1492;2873;29,2;52,9
2018;05010312;05;01;03;12;2;6491;6910;1963;3634;30,2;52,6
2018;05010313;05;01;03;13;2;6215;6522;2211;3624;35,6;55,6
2018;05010314;05;01;03;14;2;11216;11716;4370;7026;39,0;60,0
2018;05010339;05;01;03;39;2;818;911;215;295;26,3;32,4
2018;05020415;05;02;04;15;2;3553;3735;2298;2927;64,7;78,4
2018;05020416;05;02;04;16;2;1581;1631;1038;1297;65,7;79,5
2018;05020417;05;02;04;17;2;5508;5724;3114;4009;56,5;70,0
2018;05020418;05;02;04;18;2;3919;4171;1701;2590;43,4;62,1
2018;05020419;05;02;04;19;2;6402;6749;3093;4475;48,3;66,3
2018;05020420;05;02;04;20;2;859;910;501;641;58,3;70,4
2018;05020521;05;02;05;21;2;2863;3055;1096;1923;38,3;62,9
2018;05020522;05;02;05;22;2;6428;6961;2494;4201;38,8;60,4
2018;05020523;05;02;05;23;2;10812;11792;4121;7371;38,1;62,5
2018;05020524;05;02;05;24;2;5906;6077;3329;4351;56,4;71,6
2018;05020625;05;02;06;25;2;7027;7309;2708;4438;38,5;60,7
2018;05020626;05;02;06;26;2;16755;17513;6225;10529;37,2;60,1
2018;05020627;05;02;06;27;2;3958;4218;1378;2394;34,8;56,8
2018;05020628;05;02;06;28;2;1870;1947;921;1392;49,3;71,5
2018;05020629;05;02;06;29;2;4182;4297;2322;3120;55,5;72,6
2018;05030730;05;03;07;30;2;3500;3760;1406;2549;40,2;67,8
2018;05030731;05;03;07;31;2;10589;11103;4260;7439;40,2;67,0
2018;05030832;05;03;08;32;2;10798;11427;4484;7278;41,5;63,7
2018;05030833;05;03;08;33;2;472;490;215;309;45,6;63,1
2018;05040934;05;04;09;34;2;3241;3408;1851;2402;57,1;70,5
2018;05040935;05;04;09;35;2;414;438;182;260;44,0;59,4
2018;05040936;05;04;09;36;2;8903;9502;4387;6463;49,3;68,0
2018;05040937;05;04;09;37;2;2037;2132;1201;1661;59,0;77,9
2018;05040938;05;04;09;38;2;3380;3553;1963;2566;58,1;72,2
2018;06010101;06;01;01;01;2;6458;6711;3197;4561;49,5;68,0
2018;06010102;06;01;01;02;2;8003;8381;3506;5379;43,8;64,2
2018;06010103;06;01;01;03;2;5767;5997;2811;4023;48,7;67,1
2018;06010204;06;01;02;04;2;6357;6623;3316;4646;52,2;70,1
2018;06010205;06;01;02;05;2;8949;9362;4217;6135;47,1;65,5
2018;06010206;06;01;02;06;2;7071;7384;3386;4868;47,9;65,9
2018;06010207;06;01;02;07;2;7213;7510;3389;5046;47,0;67,2
2018;06010208;06;01;02;08;2;6140;6400;2846;4113;46,4;64,3
2018;06010209;06;01;02;09;2;8475;8800;3787;5709;44,7;64,9
2018;06010210;06;01;02;10;2;4469;4699;2039;3159;45,6;67,2
2018;06020301;06;02;03;01;2;4638;4823;2363;3405;50,9;70,6
2018;06020302;06;02;03;02;2;5188;5413;2355;3464;45,4;64,0
2018;06020303;06;02;03;03;2;6706;7013;3061;4647;45,6;66,3
2018;06020304;06;02;03;04;2;6597;6879;2842;4421;43,1;64,3
2018;06020305;06;02;03;05;2;10382;10943;4680;6984;45,1;63,8
2018;06020306;06;02;03;06;2;5913;6183;3539;4659;59,9;75,4
2018;06020407;06;02;04;07;2;4193;4425;2063;3196;49,2;72,2
2018;06020408;06;02;04;08;2;6318;6630;3012;4259;47,7;64,2
2018;06020409;06;02;04;09;2;7591;7958;3623;5216;47,7;65,5
2018;06020410;06;02;04;10;2;6576;6868;3496;4805;53,2;70,0
2018;06020411;06;02;04;11;2;7826;8193;4221;5835;53,9;71,2
2018;06030501;06;03;05;01;2;5300;5548;2989;4013;56,4;72,3
2018;06030502;06;03;05;02;2;5159;5390;2220;3501;43,0;65,0
2018;06030503;06;03;05;03;2;10847;11354;5200;7413;47,9;65,3
2018;06030504;06;03;05;04;2;10171;10670;5473;7588;53,8;71,1
2018;06030605;06;03;06;05;2;6568;6845;3298;4616;50,2;67,4
2018;06030606;06;03;06;06;2;4866;5043;2168;3242;44,6;64,3
2018;06030607;06;03;06;07;2;2872;2997;1254;1804;43,7;60,2
2018;06030608;06;03;06;08;2;12221;13002;5456;8304;44,6;63,9
2018;06030609;06;03;06;09;2;11095;11678;5398;7852;48,7;67,2
2018;06030610;06;03;06;10;2;7751;8153;3913;5715;50,5;70,1
2018;06040701;06;04;07;01;2;9258;9828;4400;6529;47,5;66,4
2018;06040702;06;04;07;02;2;4974;5284;2538;3787;51,0;71,7
2018;06040703;06;04;07;03;2;10264;10769;4769;6743;46,5;62,6
2018;06040804;06;04;08;04;2;7013;7350;4084;5461;58,2;74,3
2018;06040805;06;04;08;05;2;4909;5155;2675;3716;54,5;72,1
2018;06040806;06;04;08;06;2;6787;7058;3953;5130;58,2;72,7
2018;06040807;06;04;08;07;2;5471;5735;2667;3832;48,7;66,8
2018;06040808;06;04;08;08;2;4079;4397;1709;2584;41,9;58,8
2018;06040809;06;04;08;09;2;4568;4822;2433;3386;53,3;70,2
2018;06040810;06;04;08;10;2;6511;6836;3116;4393;47,9;64,3
2018;07010101;07;01;01;01;1;9331;9639;4031;6034;43,2;62,6
2018;07010102;07;01;01;02;1;15241;15898;6590;9960;43,2;62,6
2018;07010103;07;01;01;03;1;9777;10162;4418;6540;45,2;64,4
2018;07010104;07;01;01;04;1;12586;13165;5711;8647;45,4;65,7
2018;07020201;07;02;02;01;1;9921;10303;5015;6973;50,5;67,7
2018;07020202;07;02;02;02;1;9398;9777;3796;5965;40,4;61,0
2018;07020203;07;02;02;03;1;16453;17179;7056;10971;42,9;63,9
2018;07020204;07;02;02;04;1;10999;11513;4549;6991;41,4;60,7
2018;07030301;07;03;03;01;1;22663;23750;11195;16177;49,4;68,1
2018;07030302;07;03;03;02;1;8653;9020;4269;6094;49,3;67,6
2018;07030303;07;03;03;03;1;11183;11719;5343;7991;47,8;68,2
2018;07040401;07;04;04;01;2;16811;17777;8008;11924;47,6;67,1
2018;07040402;07;04;04;02;2;2183;2273;889;1315;40,7;57,9
2018;07040403;07;04;04;03;2;22088;23027;9441;14771;42,7;64,1
2018;07040404;07;04;04;04;2;4804;4981;2512;3599;52,3;72,3
2018;07040405;07;04;04;05;2;10013;10504;4221;6562;42,2;62,5
2018;07040406;07;04;04;06;2;3604;3812;999;1994;27,7;52,3
2018;07050501;07;05;05;01;2;15141;15838;6409;9712;42,3;61,3
2018;07050502;07;05;05;02;2;7522;7781;3069;4842;40,8;62,2
2018;07050503;07;05;05;03;2;8547;8856;4060;6050;47,5;68,3
2018;07050504;07;05;05;04;2;5172;5395;2732;3848;52,8;71,3
2018;07050505;07;05;05;05;2;9807;10224;5254;7340;53,6;71,8
2018;07050506;07;05;05;06;2;2133;2219;1250;1621;58,6;73,1
2018;07060601;07;06;06;01;2;9089;9620;4202;6224;46,2;64,7
2018;07060602;07;06;06;02;2;4325;4527;2415;3388;55,8;74,8
2018;07060603;07;06;06;03;2;2591;2715;1429;1940;55,2;71,5
2018;07060604;07;06;06;04;2;13192;13866;6221;9501;47,2;68,5
2018;07070701;07;07;07;01;2;9626;10069;5272;7263;54,8;72,1
2018;07070702;07;07;07;02;2;9896;10383;5027;7094;50,8;68,3
2018;07070703;07;07;07;03;2;7025;7337;3575;5054;50,9;68,9
2018;07070704;07;07;07;04;2;7578;8080;3275;5227;43,2;64,7
