"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"E_A";"E_AM";"E_AW";"E_A00_01";"E_A01_02";"E_A02_03";"E_A03_05";"E_A05_06";"E_A06_07";"E_A07_08";"E_A08_10";"E_A10_12";"E_A12_14";"E_A14_15";"E_A15_18";"E_A18_21";"E_A21_25";"E_A25_27";"E_A27_30";"E_A30_35";"E_A35_40";"E_A40_45";"E_A45_50";"E_A50_55";"E_A55_60";"E_A60_63";"E_A63_65";"E_A65_67";"E_A67_70";"E_A70_75";"E_A75_80";"E_A80_85";"E_A85_90";"E_A90_95";"E_A95_110";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110"
"202512";"03400826";"03";"40";"08";"26";1406;777;629;7;15;23;37;10;16;9;39;13;14;17;25;64;117;91;152;246;184;141;49;58;37;14;3;3;13;6;3;0;0;0;0;7;85;108;25;181;921;54;25;0
"202512";"03400827";"03";"40";"08";"27";1732;883;849;10;6;9;12;18;3;6;24;24;9;3;15;15;120;74;196;322;266;212;133;91;52;30;9;9;26;15;9;3;7;4;0;10;45;69;15;135;1294;91;59;14
"202512";"03400828";"03";"40";"08";"28";1014;529;485;8;12;7;21;7;10;4;16;13;10;3;9;26;39;20;80;230;200;119;68;46;12;10;4;17;3;13;7;0;0;0;0;8;47;56;9;65;763;26;40;0
"202512";"03400829";"03";"40";"08";"29";1301;674;627;12;9;10;10;7;14;16;14;31;16;15;33;69;191;115;94;166;134;92;77;55;37;16;7;9;15;16;9;3;6;3;0;12;36;106;33;260;733;60;49;12
"202512";"03400830";"03";"40";"08";"30";1256;621;635;10;22;6;30;13;9;12;16;23;15;10;14;33;76;60;107;210;182;148;88;50;37;21;15;15;6;6;10;9;3;0;0;10;71;85;14;109;845;73;37;12
"202512";"03400831";"03";"40";"08";"31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"202512";"03500932";"03";"50";"09";"32";1964;1105;859;25;30;28;54;37;22;27;57;40;44;13;57;95;139;112;181;312;221;164;112;70;49;20;0;14;14;13;4;7;0;3;0;25;149;203;57;234;1172;69;45;10
"202512";"03500933";"03";"50";"09";"33";1257;677;580;3;10;6;29;0;9;6;13;12;9;6;30;41;93;49;94;246;216;113;87;90;26;15;9;9;6;21;6;0;3;0;0;3;45;55;30;134;895;50;42;3
"202512";"03500934";"03";"50";"09";"34";2421;1253;1168;3;21;22;45;26;16;12;29;24;19;18;30;48;126;100;231;462;451;296;130;109;64;47;21;25;15;19;6;6;0;0;0;3;114;118;30;174;1779;132;65;6
"202512";"03500935";"03";"50";"09";"35";1532;732;800;13;7;7;23;3;6;3;27;19;16;3;28;30;129;86;131;278;250;127;121;82;63;18;12;3;9;18;10;7;3;0;0;13;40;74;28;159;1075;93;40;10
"202512";"03500936";"03";"50";"09";"36";1811;945;866;13;16;15;22;9;10;17;30;35;34;21;46;54;145;76;163;260;257;198;109;84;74;32;21;9;9;27;19;3;3;0;0;13;62;147;46;199;1147;127;64;6
"202512";"03501037";"03";"50";"10";"37";1589;877;712;6;18;16;29;16;16;12;24;26;21;11;34;52;107;89;143;257;215;124;129;78;62;32;16;9;13;12;9;6;3;4;0;6;79;110;34;159;1035;110;43;13
"202512";"03501038";"03";"50";"10";"38";1162;577;585;15;3;12;23;9;15;16;31;38;25;12;53;35;61;63;86;147;159;123;57;61;40;16;19;15;19;3;3;3;0;0;0;15;47;137;53;96;696;75;40;3
"202512";"03601139";"03";"60";"11";"39";1173;596;577;6;7;7;16;6;6;0;15;16;16;0;13;24;64;61;130;225;203;138;101;56;25;6;6;7;3;10;0;3;3;0;0;6;36;53;13;88;914;37;20;6
"202512";"03601140";"03";"60";"11";"40";1487;766;721;9;0;4;12;4;3;11;12;20;6;12;27;23;92;80;142;313;250;178;116;90;31;21;7;3;12;3;3;0;3;0;0;9;20;64;27;115;1169;59;21;3
"202512";"03601141";"03";"60";"11";"41";1931;978;953;17;13;14;25;9;9;9;41;18;26;17;23;35;145;85;178;411;288;205;106;90;78;17;19;9;9;12;17;6;0;0;0;17;61;120;23;180;1363;114;47;6
"202512";"03601142";"03";"60";"11";"42";2860;1454;1406;3;13;0;21;6;10;6;18;21;23;3;31;48;121;117;314;635;473;333;227;148;97;56;25;32;30;21;16;9;0;3;0;3;40;81;31;169;2247;178;99;12
"202512";"03601243";"03";"60";"12";"43";1412;648;764;3;0;0;16;10;6;3;12;7;9;6;12;14;71;66;114;289;265;190;123;65;46;24;14;8;15;9;3;9;0;3;0;3;26;43;12;85;1112;84;35;12
"202512";"03601244";"03";"60";"12";"44";1541;783;758;0;7;6;13;6;3;10;19;16;6;3;13;27;52;82;150;294;294;186;121;74;60;28;14;15;9;18;9;3;3;0;0;0;32;57;13;79;1201;102;51;6
"202512";"03601245";"03";"60";"12";"45";3184;1550;1634;13;16;25;46;22;20;21;39;35;28;29;86;46;150;143;310;642;556;341;196;122;113;48;26;25;19;18;34;9;6;0;0;13;109;172;86;196;2310;187;96;15
"202512";"03601346";"03";"60";"13";"46";1536;787;749;9;9;6;20;4;0;6;17;14;26;6;26;34;93;53;107;283;257;203;119;99;52;34;13;13;11;9;10;3;0;0;0;9;39;69;26;127;1121;99;43;3
"202512";"03601347";"03";"60";"13";"47";2106;1042;1064;4;8;6;19;12;12;10;10;20;9;3;21;48;111;79;187;347;361;276;177;157;104;33;24;16;22;12;3;9;3;3;0;4;45;64;21;159;1584;161;53;15
"202512";"03601348";"03";"60";"13";"48";1734;840;894;7;3;0;18;9;0;6;12;3;9;9;16;13;66;83;149;347;308;233;151;115;71;43;4;10;13;21;12;0;0;3;0;7;30;39;16;79;1386;118;56;3
"202512";"03601449";"03";"60";"14";"49";1592;785;807;6;6;6;39;12;12;16;45;19;13;12;35;34;114;73;141;212;180;168;108;91;78;63;20;16;16;28;20;6;0;3;0;6;63;117;35;148;973;161;80;9
"202512";"03601450";"03";"60";"14";"50";2996;1651;1345;27;47;55;118;44;50;42;101;105;90;47;169;187;295;143;202;289;267;205;161;111;108;32;29;18;9;21;14;4;6;0;0;27;264;435;169;482;1378;169;62;10
"202512";"03601451";"03";"60";"14";"51";1573;789;784;12;6;12;20;4;13;3;9;6;12;6;18;44;72;70;129;344;284;184;132;62;43;19;7;6;19;16;12;3;6;0;0;12;42;49;18;116;1205;69;53;9
"202512";"03601452";"03";"60";"14";"52";1454;719;735;10;7;9;23;9;12;3;22;9;6;9;12;33;78;54;127;314;268;190;85;53;37;26;9;15;12;19;0;3;0;0;0;10;48;61;12;111;1091;72;46;3
"202512";"03601453";"03";"60";"14";"53";820;463;357;0;3;3;6;6;3;6;16;16;3;0;0;37;139;45;75;122;139;75;53;24;17;3;3;0;9;7;3;7;0;0;0;0;18;44;0;176;533;23;19;7
"202512";"03701554";"03";"70";"15";"54";3022;1534;1488;3;16;6;37;15;4;6;19;18;22;16;27;45;196;112;247;538;522;347;261;204;160;55;41;27;24;29;3;16;3;3;0;3;74;85;27;241;2231;256;83;22
"202512";"03701555";"03";"70";"15";"55";1740;840;900;6;6;10;15;0;9;7;20;15;12;0;13;26;60;51;157;314;286;238;145;108;90;36;18;24;9;22;25;9;9;0;0;6;31;63;13;86;1299;144;80;18
"202512";"03701556";"03";"70";"15";"56";2342;1163;1179;10;15;15;37;19;21;23;45;40;25;7;39;38;124;92;163;365;418;323;180;114;105;40;23;9;11;23;9;6;3;0;0;10;86;161;39;162;1655;168;52;9
"202512";"03701657";"03";"70";"16";"57";809;379;430;7;11;6;10;6;17;7;34;10;18;9;13;12;22;19;41;144;165;111;47;32;28;12;3;4;9;9;0;0;3;0;0;7;33;95;13;34;559;43;22;3
"202512";"03701658";"03";"70";"16";"58";1937;933;1004;0;0;13;18;3;6;16;22;18;14;3;20;29;87;93;165;328;330;235;171;110;88;28;19;32;29;28;20;9;3;0;0;0;34;79;20;116;1432;135;109;12
"202512";"03701659";"03";"70";"16";"59";2515;1223;1292;6;12;12;17;9;7;15;28;31;15;10;24;57;164;126;251;453;408;304;203;130;91;43;19;9;25;18;16;9;3;0;0;6;50;106;24;221;1875;153;68;12
"202512";"03701660";"03";"70";"16";"60";2391;1210;1181;10;4;4;15;16;16;13;9;19;10;9;19;41;104;108;208;420;393;310;203;175;108;43;29;22;21;13;27;10;9;3;0;10;39;76;19;145;1817;180;83;22
"202512";"04100101";"04";"10";"01";"01";4085;2202;1883;28;18;30;63;26;35;23;63;47;32;28;108;111;247;182;338;557;459;377;321;268;228;108;72;42;75;68;72;41;15;3;0;28;137;228;108;358;2502;408;257;59
"202512";"04100102";"04";"10";"01";"02";2355;1087;1268;10;20;22;40;23;21;15;25;48;44;19;59;66;108;50;133;186;232;197;238;215;167;84;47;21;68;63;64;37;18;9;6;10;105;172;59;174;1251;298;216;70
"202512";"04200203";"04";"20";"02";"03";204;82;122;3;0;0;0;0;0;0;0;4;3;3;3;12;18;16;15;21;27;9;6;15;16;3;6;0;9;6;0;9;0;0;0;3;0;10;3;30;109;25;15;9
"202512";"04200204";"04";"20";"02";"04";1262;663;599;6;10;19;31;13;19;20;29;34;34;17;37;68;163;76;104;106;117;107;85;46;34;13;6;13;9;28;9;3;3;0;3;6;73;153;37;231;641;53;59;9
"202512";"04200205";"04";"20";"02";"05";508;244;264;3;7;0;4;3;3;3;3;13;17;3;20;25;36;17;21;46;42;31;49;54;13;26;9;13;9;9;12;4;7;6;0;3;14;42;20;61;260;48;43;17
"202512";"04200206";"04";"20";"02";"06";431;195;236;0;0;6;7;0;3;0;0;3;3;7;3;19;37;9;34;34;25;52;20;34;37;13;12;9;9;9;18;19;6;3;0;0;13;16;3;56;208;62;45;28
"202512";"04200207";"04";"20";"02";"07";814;414;400;0;0;0;0;3;0;0;3;6;0;3;10;32;178;106;150;106;62;29;12;27;37;6;0;13;9;13;6;3;0;0;0;0;3;12;10;210;492;43;41;3
"202512";"04200308";"04";"20";"03";"08";1474;737;737;14;12;19;28;15;12;15;27;27;21;3;43;52;141;103;158;175;136;100;62;71;54;34;12;16;18;50;18;19;13;3;3;14;74;105;43;193;805;100;102;38
"202512";"04200309";"04";"20";"03";"09";1245;597;648;0;9;6;12;6;6;12;28;15;12;14;9;36;87;76;88;169;161;98;83;71;61;25;12;18;16;39;44;22;6;4;0;0;33;87;9;123;746;98;117;32
"202512";"04200310";"04";"20";"03";"10";1533;735;798;6;10;15;12;6;21;6;22;16;18;6;28;44;86;79;81;206;189;141;79;89;99;55;24;25;42;42;36;24;14;9;3;6;43;89;28;130;864;178;145;50
"202512";"04200311";"04";"20";"03";"11";1810;889;921;15;15;6;19;13;9;9;22;28;21;9;31;57;124;93;159;271;191;157;133;73;84;50;36;34;33;41;43;15;13;3;3;15;53;98;31;181;1077;170;151;34
"202512";"04300412";"04";"30";"04";"12";1955;1001;954;9;23;12;38;22;6;17;27;30;24;3;35;49;171;91;187;339;275;186;88;63;62;40;18;21;28;42;22;18;6;3;0;9;95;107;35;220;1229;120;113;27
"202512";"04300413";"04";"30";"04";"13";2444;1158;1286;10;12;6;22;13;9;10;21;22;15;13;34;61;143;90;128;245;243;198;173;194;173;89;58;55;70;108;113;69;26;15;6;10;53;90;34;204;1271;320;346;116
"202512";"04300414";"04";"30";"04";"14";2524;1273;1251;9;18;18;15;12;13;16;34;21;28;12;55;62;116;70;194;307;294;260;193;169;141;98;54;40;37;64;95;37;27;15;0;9;63;124;55;178;1487;293;236;79
"202512";"04300415";"04";"30";"04";"15";1492;676;816;3;0;9;16;3;9;3;9;16;7;0;32;36;70;49;118;196;164;122;84;85;63;54;24;43;53;64;68;42;19;16;15;3;28;44;32;106;818;141;228;92
"202512";"04300416";"04";"30";"04";"16";3015;1495;1520;10;21;12;30;12;21;7;37;26;29;18;24;73;207;165;261;476;375;250;175;169;156;109;41;52;61;78;63;26;22;9;0;10;75;138;24;280;1871;306;254;57
"202512";"04300517";"04";"30";"05";"17";2910;1533;1377;15;9;12;21;6;10;13;30;33;35;15;46;105;196;141;247;385;318;244;202;186;168;103;39;42;68;70;84;39;19;3;6;15;48;136;46;301;1723;310;264;67
"202512";"04300518";"04";"30";"05";"18";2543;1299;1244;18;30;28;31;21;27;27;49;46;66;17;86;122;199;117;160;314;302;221;145;131;104;69;21;31;32;61;24;29;12;3;0;18;110;232;86;321;1390;194;148;44
"202512";"04300619";"04";"30";"06";"19";2702;1357;1345;15;9;6;28;3;17;10;41;35;35;15;36;83;197;124;213;399;327;214;138;170;172;77;59;37;60;56;60;45;18;3;0;15;46;153;36;280;1585;308;213;66
"202512";"04300620";"04";"30";"06";"20";1581;813;768;3;6;3;24;10;3;12;16;6;15;9;12;43;94;75;149;263;204;157;110;84;95;42;31;13;29;33;24;6;10;0;0;3;43;61;12;137;1042;168;99;16
"202512";"04300621";"04";"30";"06";"21";3223;1647;1576;12;25;16;37;16;21;15;36;24;34;19;67;120;198;152;220;368;346;306;221;232;163;96;60;58;67;119;109;42;21;0;3;12;94;149;67;318;1845;319;353;66
"202512";"04300622";"04";"30";"06";"22";1761;802;959;6;10;9;22;12;3;15;20;16;18;10;25;40;89;94;114;236;205;190;110;119;94;59;16;16;47;56;50;24;21;12;3;6;53;82;25;129;1068;169;169;60
"202512";"04300623";"04";"30";"06";"23";4484;2367;2117;6;19;11;25;32;12;12;22;43;30;24;54;111;463;303;373;623;441;387;320;256;231;147;70;63;63;132;93;68;35;12;3;6;87;143;54;574;2703;448;351;118
"202512";"04300624";"04";"30";"06";"24";2540;1250;1290;12;6;20;19;13;15;6;25;13;13;3;23;53;163;112;232;373;304;222;151;146;161;71;63;55;52;64;84;33;24;6;3;12;58;75;23;216;1540;295;255;63
"202512";"04400725";"04";"40";"07";"25";30;21;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;3;0;6;0;0;0;3;0;6;0;0;0;0;0;0;0;0;0;0;21;0;9;0
"202512";"04400726";"04";"40";"07";"26";1358;647;711;7;17;9;6;9;9;13;31;9;29;6;31;42;104;66;70;126;118;120;99;117;88;53;23;18;18;41;45;15;13;3;3;7;41;97;31;146;716;164;122;34
"202512";"04400727";"04";"40";"07";"27";1991;958;1033;6;3;6;21;6;9;8;19;28;22;16;30;43;154;67;125;248;229;190;158;148;138;51;21;41;34;77;46;18;21;0;8;6;36;102;30;197;1165;210;198;47
"202512";"04400728";"04";"40";"07";"28";676;333;343;0;0;0;11;3;3;0;9;3;6;6;19;20;54;33;29;42;74;53;61;65;44;27;15;13;27;24;19;6;10;0;0;0;14;27;19;74;357;86;83;16
"202512";"04400729";"04";"40";"07";"29";592;256;336;0;0;3;6;12;4;6;3;0;9;3;16;6;21;22;41;41;64;62;41;39;38;35;17;19;22;22;26;7;3;4;0;0;21;25;16;27;310;90;89;14
"202512";"04400830";"04";"40";"08";"30";2350;1124;1226;17;28;9;48;33;21;35;69;58;44;18;57;65;82;50;117;297;318;287;165;136;96;52;38;25;43;58;38;25;14;4;3;17;118;245;57;147;1370;186;164;46
"202512";"04400831";"04";"40";"08";"31";244;105;139;0;0;3;0;0;0;0;4;9;6;3;12;12;10;6;12;14;24;24;30;18;21;9;6;0;0;3;6;6;0;3;3;0;3;22;12;22;128;36;9;12
"202512";"04400832";"04";"40";"08";"32";1084;540;544;3;4;6;9;0;6;3;3;9;12;7;15;33;92;62;107;145;121;86;64;70;70;22;28;19;15;27;25;15;6;0;0;3;19;40;15;125;655;120;86;21
"202512";"04400833";"04";"40";"08";"33";836;384;452;0;3;6;9;10;9;6;15;6;10;6;21;36;28;30;32;69;89;86;57;65;58;20;12;19;25;58;27;12;6;3;3;0;28;52;21;64;428;90;129;24
"202512";"04400834";"04";"40";"08";"34";627;308;319;6;0;3;3;3;6;3;16;6;7;0;12;15;22;23;51;98;54;55;45;44;37;19;15;12;10;34;15;3;4;6;0;6;9;38;12;37;370;71;71;13
"202512";"04400835";"04";"40";"08";"35";1554;732;822;0;7;4;33;6;6;10;15;34;19;10;33;31;70;60;84;171;168;157;108;90;108;67;44;13;34;56;57;25;18;6;10;0;50;94;33;101;838;219;160;59
"202512";"04500936";"04";"50";"09";"36";1523;793;730;10;7;6;18;10;13;17;30;30;26;11;43;42;87;40;96;184;161;125;108;98;102;48;30;28;32;47;44;12;15;3;0;10;41;127;43;129;812;180;151;30
"202512";"04500937";"04";"50";"09";"37";2061;1071;990;12;7;15;13;3;7;0;14;25;13;9;26;53;173;107;179;266;238;199;127;111;112;47;45;45;38;69;47;34;18;3;6;12;38;68;26;226;1227;204;199;61
"202512";"04500938";"04";"50";"09";"38";2346;1195;1151;7;15;16;25;12;16;16;23;40;39;6;44;52;140;83;198;288;296;251;170;139;127;65;25;35;37;71;65;18;15;6;6;7;68;140;44;192;1425;217;208;45
"202512";"04500939";"04";"50";"09";"39";2005;1021;984;3;7;12;26;19;15;14;31;39;15;19;37;70;129;74;161;254;241;177;154;124;111;64;41;24;28;52;27;22;12;0;3;3;64;133;37;199;1185;216;131;37
"202512";"04501040";"04";"50";"10";"40";1497;743;754;3;6;10;13;0;3;0;18;6;15;6;6;44;98;74;107;173;164;145;107;79;90;41;30;27;50;71;46;37;19;6;3;3;29;48;6;142;849;161;194;62
"202512";"04501041";"04";"50";"10";"41";1464;734;730;9;0;3;10;6;15;6;21;29;21;13;30;41;88;34;79;113;148;110;110;119;77;66;33;34;52;67;56;53;12;6;3;9;19;105;30;129;713;176;209;74
"202512";"04501042";"04";"50";"10";"42";1292;668;624;3;6;3;20;9;10;12;16;15;12;9;30;36;73;65;104;145;140;108;79;63;83;62;31;14;29;44;31;18;16;6;0;3;38;74;30;109;704;176;118;40
"202512";"04501043";"04";"50";"10";"43";2927;1439;1488;14;13;10;30;6;7;21;41;34;33;16;45;85;169;108;180;351;357;276;170;222;180;88;65;64;58;99;99;53;21;12;0;14;59;152;45;254;1664;333;320;86
"202512";"04501044";"04";"50";"10";"44";1448;694;754;6;9;3;19;7;9;15;20;26;33;10;36;36;69;57;87;167;128;130;98;78;99;48;37;34;35;57;51;18;17;6;3;6;38;113;36;105;745;184;177;44
"202512";"04501045";"04";"50";"10";"45";2922;1473;1449;11;6;15;28;16;19;6;28;23;52;11;43;82;166;152;215;387;306;248;184;219;173;101;49;55;74;82;69;60;30;9;3;11;65;139;43;248;1711;323;280;102
"202512";"04501146";"04";"50";"11";"46";1397;763;634;6;0;9;39;3;12;15;30;42;36;9;36;48;79;71;96;175;153;104;104;85;79;21;24;24;28;26;31;12;0;0;0;6;51;144;36;127;788;124;109;12
"202512";"04501147";"04";"50";"11";"47";1294;669;625;3;6;0;10;0;9;12;13;19;16;9;25;34;67;53;78;166;148;114;107;94;81;44;24;12;12;38;59;23;6;12;0;3;16;78;25;101;760;149;121;41
"202512";"04501148";"04";"50";"11";"48";1362;658;704;3;6;15;16;9;9;9;35;26;20;9;35;50;126;67;116;168;160;97;66;71;61;50;20;9;15;24;42;25;3;0;0;3;46;108;35;176;745;131;90;28
"202512";"04501149";"04";"50";"11";"49";2614;1294;1320;9;29;22;37;24;25;19;48;45;55;29;68;81;135;82;157;330;311;244;197;127;166;65;34;32;58;80;45;28;28;4;0;9;112;221;68;216;1448;265;215;60
"202512";"04501150";"04";"50";"11";"50";747;359;388;0;9;6;7;3;3;6;10;7;9;9;10;19;30;30;41;122;100;57;28;40;56;12;12;3;22;30;40;14;12;0;0;0;25;44;10;49;418;80;95;26
"202512";"04501151";"04";"50";"11";"51";1450;718;732;3;13;3;4;9;9;6;16;10;6;12;28;54;108;66;120;164;156;134;109;98;92;49;19;33;25;33;37;12;6;10;6;3;29;59;28;162;847;160;128;34
"202512";"04501152";"04";"50";"11";"52";1819;920;899;0;0;6;15;15;3;12;19;14;16;9;18;31;130;90;157;242;200;148;129;126;95;63;28;43;37;74;42;36;12;9;0;0;36;73;18;161;1092;186;196;57
"202512";"04501153";"04";"50";"11";"53";2080;1080;1000;14;3;12;23;8;13;13;15;18;34;10;47;73;173;111;187;266;244;179;148;91;117;58;33;33;35;51;37;9;22;3;0;14;46;103;47;246;1226;208;156;34
"202512";"05100101";"05";"10";"01";"01";553;263;290;4;0;6;10;0;3;3;12;7;9;9;21;16;20;23;31;59;40;75;39;55;27;19;9;18;3;10;15;10;0;0;0;4;16;43;21;36;322;55;46;10
"202512";"05100102";"05";"10";"01";"02";790;373;417;6;3;6;22;12;9;11;24;9;18;4;27;25;45;32;46;88;72;61;70;61;38;12;10;6;16;15;29;6;7;0;0;6;43;75;27;70;430;60;66;13
"202512";"05100103";"05";"10";"01";"03";2210;1132;1078;12;19;22;44;35;22;23;45;46;45;16;66;63;154;98;180;305;252;213;166;125;91;32;16;20;22;27;24;15;6;3;3;12;120;197;66;217;1339;139;93;27
"202512";"05100104";"05";"10";"01";"04";2506;1259;1247;29;42;31;76;28;33;24;74;57;53;31;84;92;121;103;185;400;345;218;150;102;58;40;22;28;21;22;18;16;3;0;0;29;177;272;84;213;1503;120;89;19
"202512";"05100105";"05";"10";"01";"05";971;499;472;3;9;8;16;12;9;3;12;27;24;7;26;45;44;25;63;99;89;72;83;71;60;12;19;23;30;41;22;7;0;7;3;3;45;82;26;89;502;91;116;17
"202512";"05100206";"05";"10";"02";"06";1005;486;519;3;9;12;27;9;16;19;48;43;52;24;43;58;37;28;28;81;99;82;66;65;54;24;7;15;10;24;7;6;9;0;0;3;57;202;43;95;449;85;56;15
"202512";"05100207";"05";"10";"02";"07";275;136;139;0;3;0;0;0;0;3;0;3;0;0;3;12;20;6;7;39;39;15;18;24;18;16;0;3;12;12;9;13;0;0;0;0;3;6;3;32;148;34;36;13
"202512";"05100208";"05";"10";"02";"08";3430;1730;1700;14;40;37;80;51;35;46;84;84;77;39;125;128;158;109;194;363;375;316;301;236;188;79;40;38;59;59;32;24;6;13;0;14;208;365;125;286;1894;307;188;43
"202512";"05100209";"05";"10";"02";"09";3547;1751;1796;27;42;26;74;29;41;40;92;76;81;41;127;102;163;107;204;343;376;323;289;262;189;101;67;80;54;53;67;43;22;3;3;27;171;371;127;265;1904;357;254;71
"202512";"05100210";"05";"10";"02";"10";2386;1253;1133;16;19;19;37;25;26;23;49;49;56;21;75;70;154;117;182;301;236;191;194;154;118;57;28;15;30;43;47;18;13;3;0;16;100;224;75;224;1375;203;135;34
"202512";"05100211";"05";"10";"02";"11";1352;758;594;3;13;10;32;3;13;10;28;25;24;6;77;41;84;43;88;116;128;138;105;83;91;43;24;12;13;46;23;15;6;9;0;3;58;106;77;125;701;158;94;30
"202512";"05100312";"05";"10";"03";"12";1311;699;612;9;9;16;22;18;10;10;33;25;36;11;21;42;70;59;95;193;154;113;122;70;53;32;9;3;13;30;6;21;6;0;0;9;65;125;21;112;806;94;52;27
"202512";"05100313";"05";"10";"03";"13";2786;1358;1428;18;22;30;75;34;33;36;72;78;83;37;118;108;178;87;138;342;299;253;157;172;111;78;34;15;34;49;40;25;24;6;0;18;161;339;118;286;1448;223;138;55
"202512";"05100314";"05";"10";"03";"14";3545;1935;1610;13;31;32;54;36;55;51;82;70;72;48;107;155;244;145;249;365;349;291;280;242;180;98;35;59;41;57;49;34;15;6;0;13;153;378;107;399;1921;313;206;55
"202512";"05100315";"05";"10";"03";"15";2706;1446;1260;25;28;20;53;25;19;25;63;64;41;26;77;109;187;110;200;355;286;237;174;172;137;51;27;24;38;60;57;6;6;4;0;25;126;238;77;296;1534;215;179;16
"202512";"05100316";"05";"10";"03";"16";3126;1584;1542;21;27;21;40;15;29;29;66;57;57;12;105;88;154;134;234;384;309;263;248;190;219;83;54;58;31;88;51;28;19;9;3;21;103;250;105;242;1762;356;228;59
"202512";"05100317";"05";"10";"03";"17";2705;1386;1319;33;40;38;88;55;46;40;103;93;94;37;130;182;242;82;131;234;229;212;142;130;99;58;23;21;34;49;19;12;6;3;0;33;221;413;130;424;1160;180;123;21
"202512";"05200418";"05";"20";"04";"18";343;168;175;0;3;3;6;0;0;4;3;16;3;4;7;6;21;18;16;9;25;34;39;35;31;9;7;3;9;9;19;4;0;0;0;0;12;30;7;27;176;47;40;4
"202512";"05200419";"05";"20";"04";"19";38;18;20;0;0;3;0;0;0;0;0;0;0;0;0;0;4;0;0;6;0;10;3;3;0;6;0;0;3;0;0;0;0;0;0;0;3;0;0;4;22;6;3;0
"202512";"05200420";"05";"20";"04";"20";1042;534;508;4;6;6;6;0;15;0;26;21;24;0;33;18;54;22;78;96;122;101;98;89;52;37;28;10;9;29;16;18;15;9;0;4;18;86;33;72;606;117;64;42
"202512";"05200421";"05";"20";"04";"21";1103;616;487;6;22;22;26;12;15;13;22;16;26;15;28;43;78;61;67;150;107;79;96;54;39;19;9;19;6;25;15;3;7;3;0;6;82;107;28;121;614;67;65;13
"202512";"05200422";"05";"20";"04";"22";198;95;103;0;3;0;6;7;0;0;9;6;13;3;0;6;9;6;21;37;25;25;6;3;6;3;4;0;0;0;0;0;0;0;0;0;16;31;0;15;123;13;0;0
"202512";"05200423";"05";"20";"04";"23";1713;836;877;16;7;12;48;30;15;28;42;46;53;27;56;70;74;64;92;192;175;161;121;97;84;39;30;9;31;38;27;13;10;6;0;16;97;211;56;144;902;153;105;29
"202512";"05200524";"05";"20";"05";"24";438;221;217;0;3;4;6;6;9;0;7;10;9;0;3;12;39;0;21;47;44;36;35;49;25;18;6;6;15;6;8;3;11;0;0;0;19;35;3;51;232;49;35;14
"202512";"05200525";"05";"20";"05";"25";369;181;188;3;3;3;7;3;3;4;16;7;9;9;10;6;12;23;12;30;37;54;25;25;25;9;9;6;3;0;7;6;0;3;0;3;16;48;10;18;206;43;16;9
"202512";"05200526";"05";"20";"05";"26";2427;1246;1181;7;15;25;38;31;24;36;98;77;64;23;105;100;90;75;147;224;265;212;223;156;145;68;34;21;34;45;27;12;3;0;3;7;109;322;105;190;1302;247;127;18
"202512";"05200527";"05";"20";"05";"27";4839;2351;2488;37;42;71;140;71;65;72;148;151;133;70;229;183;233;117;247;452;489;405;381;315;268;111;73;73;58;76;65;34;21;6;3;37;324;639;229;416;2406;452;272;64
"202512";"05200528";"05";"20";"05";"28";1347;683;664;7;12;9;31;9;21;26;35;31;34;18;28;45;55;43;85;157;150;157;93;85;66;25;14;22;15;21;24;16;13;0;0;7;61;165;28;100;770;105;82;29
"202512";"05200629";"05";"20";"06";"29";2581;1393;1188;25;27;31;69;21;27;37;51;63;62;31;63;103;176;98;174;295;302;233;175;142;90;55;45;30;35;49;35;30;7;0;0;25;148;271;63;279;1419;190;149;37
"202512";"05200630";"05";"20";"06";"30";2921;1579;1342;16;16;18;55;22;25;37;47;68;45;28;93;129;179;124;206;366;328;258;201;197;140;74;38;26;37;65;46;28;9;0;0;16;111;250;93;308;1680;252;174;37
"202512";"05200631";"05";"20";"06";"31";2693;1459;1234;18;22;38;40;25;30;31;57;36;50;30;82;103;181;104;204;350;297;223;164;169;145;72;39;40;21;52;36;15;16;3;0;18;125;234;82;284;1511;256;149;34
"202512";"05200632";"05";"20";"06";"32";944;478;466;0;7;6;21;3;7;9;27;19;29;6;36;31;59;18;47;94;89;86;86;75;61;34;15;13;24;15;15;3;3;3;3;0;37;97;36;90;495;110;67;12
"202512";"05200633";"05";"20";"06";"33";383;169;214;3;6;3;7;0;0;0;7;15;6;3;9;6;37;6;29;36;30;45;42;19;21;19;9;7;0;3;9;3;0;3;0;3;16;31;9;43;207;49;19;6
"202512";"05200634";"05";"20";"06";"34";573;281;292;6;3;7;4;3;0;0;9;6;10;3;12;23;34;36;33;60;44;46;46;39;28;18;22;16;15;12;22;6;4;3;3;6;17;28;12;57;304;68;65;16
